 Calculated Flow and Sedi at section of Ics=          16
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         84.96          801.19          2.20           0.518       0.144       0.033       1.025          0.0469       82.7636             0.000           100.000          0.22         0.37       0.074          0.249         0.00246185            0.00000000
        1080           12.000         84.97          804.98          2.20           0.519       0.144       0.033       1.028          0.0470       82.7702             0.000           100.000          0.22         0.37       0.074          0.249         0.00246053            0.00305176
        2160           24.000         85.00          818.12          2.15           0.522       0.146       0.032       1.033          0.0466       82.8420             0.000           100.000          0.22         0.36       0.078          0.249         0.00239921            0.28991696
        3240           36.000         85.03          834.52          2.06           0.524       0.150       0.031       1.037          0.0457       82.9670             0.000           100.000          0.22         0.34       0.085          0.249         0.00234162            0.72937006
        4320           48.000         85.07          856.55          1.98           0.526       0.154       0.031       1.042          0.0449       83.0914             0.000           100.000          0.22         0.34       0.084          0.249         0.00234568            1.10168457
        5400           60.000         85.11          873.16          1.89           0.527       0.157       0.030       1.042          0.0439       83.2126             0.000           100.000          0.24         0.35       0.080          0.249         0.00242392            0.17089842
        6480           72.000         85.11          871.12          1.89           0.525       0.157       0.030       1.037          0.0438       83.2139             0.000           100.000          0.24         0.36       0.076          0.249         0.00240194            0.33264160
        7560           84.000         85.10          865.75          1.95           0.525       0.155       0.030       1.037          0.0444       83.1499             0.000           100.000          0.24         0.38       0.072          0.249         0.00249242            0.00000000
        8640           96.000         85.09          862.75          1.95           0.525       0.154       0.030       1.037          0.0445       83.1353             0.000           100.000          0.24         0.39       0.070          0.249         0.00256425           -0.64392084
        9720          108.000         85.09          860.36          1.96           0.525       0.154       0.030       1.036          0.0446       83.1252             0.000           100.000          0.24         0.40       0.069          0.249         0.00260338            1.11694336
       10800          120.000         85.08          855.08          1.97           0.524       0.153       0.030       1.034          0.0447       83.1022             0.000           100.000          0.24         0.39       0.069          0.249         0.00257429            0.15869141
       11880          132.000         85.07          850.05          1.99           0.524       0.153       0.031       1.033          0.0448       83.0787             0.000           100.000          0.24         0.39       0.071          0.249         0.00252897            0.15258788
       12960          144.000         85.06          846.89          2.00           0.523       0.152       0.031       1.033          0.0449       83.0622             0.000           100.000          0.23         0.37       0.074          0.249         0.00247773            0.15563965
       14040          156.000         85.05          841.66          2.01           0.523       0.151       0.031       1.031          0.0451       83.0358             0.000           100.000          0.23         0.36       0.076          0.249         0.00242805            0.00305176
       15120          168.000         85.03          830.53          2.06           0.521       0.149       0.031       1.028          0.0455       82.9681             0.000           100.000          0.22         0.36       0.078          0.249         0.00238806            0.14648436
       16200          180.000         85.00          817.84          2.13           0.520       0.146       0.032       1.025          0.0462       82.8679             0.000           100.000          0.21         0.35       0.079          0.249         0.00236733           -0.83923334
       17280          192.000         84.97          800.52          2.20           0.517       0.143       0.033       1.019          0.0468       82.7689             0.000           100.000          0.21         0.36       0.077          0.249         0.00240644            0.13427733
       18360          204.000         84.95          792.22          2.20           0.516       0.143       0.033       1.024          0.0469       82.7450             0.000           100.000          0.21         0.37       0.073          0.249         0.00246433           -0.13732909
       19440          216.000         84.98          812.55          2.20           0.521       0.145       0.033       1.034          0.0471       82.7841             0.000           100.000          0.22         0.39       0.070          0.249         0.00258326            0.54321289
       20520          228.000         85.03          837.00          2.04           0.524       0.151       0.031       1.039          0.0455       82.9966             0.000           100.000          0.24         0.41       0.067          0.249         0.00270136            3.90014625
       21600          240.000         85.07          854.91          1.98           0.526       0.154       0.031       1.041          0.0449       83.0870             0.000           100.000          0.25         0.42       0.065          0.249         0.00276462            1.09558094
       22680          252.000         85.09          864.80          1.95           0.526       0.155       0.030       1.039          0.0445       83.1405             0.000           100.000          0.25         0.43       0.063          0.249         0.00280021            1.61132801
       23760          264.000         85.09          859.64          1.96           0.524       0.154       0.030       1.034          0.0445       83.1249             0.000           100.000          0.25         0.42       0.065          0.249         0.00271372            0.64697260
       24840          276.000         85.06          848.45          1.99           0.523       0.152       0.031       1.031          0.0448       83.0745             0.000           100.000          0.24         0.40       0.068          0.249         0.00260576            0.31127930
       25920          288.000         85.04          833.64          2.03           0.521       0.150       0.031       1.027          0.0452       83.0043             0.000           100.000          0.23         0.38       0.073          0.249         0.00249397            1.18408203
       27000          300.000         85.00          818.61          2.13           0.520       0.146       0.032       1.024          0.0462       82.8748             0.000           100.000          0.22         0.36       0.078          0.249         0.00238723           -0.00305176
       28080          312.000         84.98          804.89          2.20           0.518       0.144       0.033       1.022          0.0468       82.7776             0.000           100.000          0.21         0.34       0.082          0.249         0.00235116           -0.93994135
       29160          324.000         84.95          792.48          2.20           0.516       0.143       0.033       1.021          0.0469       82.7485             0.000           100.000          0.20         0.33       0.086          0.249         0.00230765           -0.74768060
       30240          336.000         84.94          787.30          2.20           0.514       0.143       0.033       1.020          0.0469       82.7378             0.000           100.000          0.20         0.33       0.086          0.249         0.00231777           -0.92773432
       31320          348.000         84.93          779.62          2.21           0.512       0.142       0.033       1.017          0.0468       82.7242             0.000           100.000          0.20         0.34       0.083          0.249         0.00234829           -0.26855466
       32400          360.000         84.91          767.08          2.21           0.508       0.141       0.034       1.014          0.0468       82.6994             0.000           100.000          0.20         0.35       0.079          0.249         0.00234240           -1.04064941
       33480          372.000         84.89          756.44          2.22           0.505       0.140       0.034       1.011          0.0468       82.6765             0.000           100.000          0.20         0.35       0.076          0.249         0.00236438            0.00000000
       34560          384.000         84.88          751.38          2.22           0.504       0.140       0.034       1.010          0.0468       82.6622             0.000           100.000          0.20         0.35       0.077          0.249         0.00235317           -0.50659174
       35640          396.000         84.89          755.20          2.22           0.506       0.140       0.034       1.015          0.0470       82.6627             0.000           100.000          0.20         0.34       0.079          0.249         0.00232206            0.37841797
       36720          408.000         84.93          785.14          2.21           0.515       0.143       0.033       1.026          0.0470       82.7264             0.000           100.000          0.20         0.33       0.085          0.249         0.00232716            0.53100586
       37800          420.000         84.97          806.23          2.20           0.519       0.144       0.033       1.028          0.0470       82.7738             0.000           100.000          0.20         0.32       0.091          0.249         0.00229740            0.54016107
       38880          432.000         84.97          800.84          2.20           0.517       0.144       0.033       1.022          0.0469       82.7660             0.000           100.000          0.20         0.31       0.095          0.249         0.00224762            0.40283200
       39960          444.000         84.94          785.77          2.20           0.513       0.143       0.033       1.018          0.0468       82.7371             0.000           100.000          0.19         0.30       0.099          0.249         0.00221447            0.00000000
       41040          456.000         84.91          766.59          2.21           0.508       0.141       0.034       1.012          0.0468       82.6997             0.000           100.000          0.18         0.29       0.101          0.249         0.00217531           -0.39062497
       42120          468.000         84.89          754.78          2.22           0.505       0.140       0.034       1.012          0.0469       82.6630             0.000           100.000          0.18         0.28       0.103          0.249         0.00215882            0.12207031
       43200          480.000         84.91          767.67          2.21           0.510       0.141       0.034       1.019          0.0469       82.6947             0.000           100.000          0.18         0.29       0.100          0.249         0.00218456           -0.12817383
       44280          492.000         84.93          777.66          2.21           0.512       0.142       0.033       1.019          0.0469       82.7177             0.000           100.000          0.19         0.30       0.095          0.249         0.00222342           -0.65002441
       45360          504.000         84.92          769.97          2.21           0.509       0.141       0.033       1.014          0.0468       82.7051             0.000           100.000          0.19         0.31       0.090          0.249         0.00225254            0.00000000
       46440          516.000         84.91          769.80          2.21           0.510       0.142       0.034       1.019          0.0469       82.6995             0.000           100.000          0.20         0.32       0.085          0.249         0.00227056           -0.25939938
       47520          528.000         84.95          795.56          2.20           0.518       0.144       0.033       1.028          0.0470       82.7473             0.000           100.000          0.20         0.34       0.082          0.249         0.00233694            0.39978024
       48600          540.000         84.99          814.67          2.20           0.521       0.145       0.033       1.031          0.0470       82.7940             0.000           100.000          0.21         0.35       0.079          0.249         0.00234529            0.95520014
       49680          552.000         84.99          812.28          2.20           0.519       0.144       0.033       1.025          0.0469       82.7935             0.000           100.000          0.21         0.35       0.079          0.249         0.00232264           -0.54321289
       50760          564.000         84.97          801.39          2.20           0.517       0.144       0.033       1.021          0.0468       82.7687             0.000           100.000          0.21         0.34       0.080          0.249         0.00233148            0.13732909
       51840          576.000         84.94          783.38          2.21           0.513       0.142       0.033       1.017          0.0468       82.7327             0.000           100.000          0.20         0.34       0.081          0.249         0.00231188           -1.18713367
       52920          588.000         84.91          769.72          2.21           0.509       0.141       0.033       1.015          0.0468       82.7040             0.000           100.000          0.20         0.33       0.083          0.249         0.00227816           -0.25634766
       54000          600.000         84.91          766.23          2.21           0.508       0.141       0.034       1.015          0.0468       82.6959             0.000           100.000          0.19         0.32       0.084          0.249         0.00226105            0.00305176
       55080          612.000         84.91          770.14          2.21           0.510       0.142       0.033       1.018          0.0469       82.7008             0.000           100.000          0.19         0.32       0.085          0.249         0.00225507            1.04064941
       56160          624.000         84.95          792.41          2.20           0.517       0.143       0.033       1.026          0.0470       82.7421             0.000           100.000          0.20         0.33       0.086          0.249         0.00229335            1.45874012
       57240          636.000         84.98          808.39          2.20           0.520       0.144       0.033       1.028          0.0470       82.7797             0.000           100.000          0.20         0.33       0.085          0.249         0.00230670            0.68054199
       58320          648.000         84.97          803.11          2.20           0.518       0.144       0.033       1.022          0.0469       82.7717             0.000           100.000          0.20         0.33       0.084          0.249         0.00229605            0.54016107
       59400          660.000         84.95          788.12          2.20           0.514       0.143       0.033       1.018          0.0468       82.7420             0.000           100.000          0.20         0.33       0.083          0.249         0.00229264           -0.66528320
       60480          672.000         84.91          766.98          2.21           0.508       0.141       0.034       1.012          0.0468       82.7010             0.000           100.000          0.20         0.33       0.081          0.249         0.00227308           -0.25634766
       61560          684.000         84.88          748.98          2.22           0.503       0.140       0.034       1.009          0.0468       82.6616             0.000           100.000          0.19         0.33       0.079          0.249         0.00224961           -0.60424805
       62640          696.000         84.87          745.02          2.21           0.502       0.140       0.034       1.009          0.0467       82.6602             0.000           100.000          0.20         0.34       0.076          0.249         0.00225869            1.53503406
       63720          708.000         84.87          746.30          2.21           0.503       0.140       0.034       1.012          0.0468       82.6603             0.000           100.000          0.20         0.35       0.073          0.249         0.00228123            2.72827125
       64800          720.000         84.89          760.03          2.21           0.507       0.141       0.034       1.016          0.0469       82.6793             0.000           100.000          0.20         0.36       0.071          0.249         0.00231665            0.12817383
       65880          732.000         84.91          766.50          2.21           0.508       0.141       0.034       1.015          0.0468       82.6968             0.000           100.000          0.21         0.37       0.069          0.249         0.00234466           -0.26550293
       66960          744.000         84.88          750.08          2.22           0.503       0.140       0.034       1.008          0.0468       82.6622             0.000           100.000          0.20         0.36       0.070          0.249         0.00229937           -0.00305176
       68040          756.000         84.86          741.64          2.22           0.502       0.139       0.034       1.010          0.0468       82.6443             0.000           100.000          0.20         0.34       0.073          0.249         0.00224794           -0.25024414
       69120          768.000         84.91          768.98          2.21           0.510       0.142       0.034       1.022          0.0470       82.6941             0.000           100.000          0.20         0.33       0.082          0.249         0.00225337            0.65002441
