 Calculated Flow and Sedi at section of Ics=          37
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         76.23          800.98          1.75           0.665       0.180       0.026       1.458          0.0500       74.4781             0.000           100.000          0.39         0.53       0.096          0.193         0.00276014            1.05285633
        1080           12.000         76.23          801.30          1.75           0.665       0.180       0.026       1.458          0.0500       74.4787             0.000           100.000          0.39         0.53       0.096          0.193         0.00275627            0.78430170
        2160           24.000         76.23          804.97          1.72           0.666       0.181       0.026       1.461          0.0496       74.5103             0.000           100.000          0.40         0.53       0.096          0.193         0.00285696           -0.26245114
        3240           36.000         76.25          817.83          1.60           0.670       0.189       0.025       1.465          0.0479       74.6493             0.000           100.000          0.42         0.53       0.097          0.193         0.00248739            1.35803211
        4320           48.000         76.27          834.45          1.55           0.674       0.194       0.024       1.469          0.0473       74.7171             0.000           100.000          0.42         0.52       0.100          0.193         0.00229341            0.60119623
        5400           60.000         76.30          855.89          1.55           0.679       0.196       0.024       1.475          0.0473       74.7479             0.000           100.000          0.42         0.51       0.102          0.193         0.00226567            0.77209473
        6480           72.000         76.32          870.44          1.57           0.681       0.196       0.024       1.475          0.0476       74.7481             0.000           100.000          0.43         0.52       0.101          0.193         0.00231091           -0.61950684
        7560           84.000         76.32          871.20          1.58           0.680       0.195       0.024       1.471          0.0476       74.7481             0.000           100.000          0.43         0.53       0.098          0.193         0.00228274            0.00305176
        8640           96.000         76.32          867.05          1.57           0.680       0.195       0.024       1.470          0.0475       74.7480             0.000           100.000          0.43         0.54       0.096          0.193         0.00227246           -0.15258788
        9720          108.000         76.31          863.73          1.57           0.679       0.195       0.024       1.470          0.0475       74.7480             0.000           100.000          0.44         0.55       0.094          0.193         0.00227531            0.00000000
       10800          120.000         76.31          861.27          1.56           0.678       0.195       0.024       1.470          0.0474       74.7480             0.000           100.000          0.44         0.56       0.093          0.193         0.00227359            0.46386716
       11880          132.000         76.30          856.50          1.56           0.677       0.195       0.024       1.468          0.0473       74.7479             0.000           100.000          0.44         0.56       0.092          0.193         0.00226586           -0.92468256
       12960          144.000         76.30          851.75          1.55           0.676       0.195       0.024       1.467          0.0472       74.7479             0.000           100.000          0.44         0.55       0.094          0.193         0.00225227            0.92773432
       14040          156.000         76.29          848.38          1.55           0.675       0.195       0.024       1.467          0.0471       74.7478             0.000           100.000          0.44         0.54       0.095          0.193         0.00223769           -0.15869141
       15120          168.000         76.29          842.27          1.54           0.674       0.195       0.024       1.465          0.0470       74.7478             0.000           100.000          0.43         0.53       0.097          0.193         0.00222269           -0.15258788
       16200          180.000         76.27          831.30          1.55           0.672       0.193       0.024       1.462          0.0472       74.7171             0.000           100.000          0.42         0.53       0.098          0.193         0.00230499           -0.58898926
       17280          192.000         76.25          817.83          1.59           0.669       0.189       0.025       1.458          0.0477       74.6598             0.000           100.000          0.41         0.52       0.099          0.193         0.00246687            1.59606922
       18360          204.000         76.23          796.34          1.75           0.661       0.179       0.026       1.454          0.0499       74.4772             0.000           100.000          0.38         0.52       0.098          0.193         0.00275463           -0.52185053
       19440          216.000         76.23          799.09          1.75           0.664       0.179       0.026       1.457          0.0499       74.4763             0.000           100.000          0.39         0.53       0.096          0.193         0.00268674           -0.25939938
       20520          228.000         76.24          812.05          1.60           0.668       0.189       0.025       1.464          0.0479       74.6398             0.000           100.000          0.42         0.54       0.094          0.193         0.00253585           10.54687405
       21600          240.000         76.27          835.36          1.56           0.674       0.194       0.024       1.471          0.0473       74.7171             0.000           100.000          0.44         0.56       0.092          0.193         0.00235021            1.49841309
       22680          252.000         76.30          854.27          1.55           0.678       0.196       0.024       1.473          0.0473       74.7479             0.000           100.000          0.45         0.57       0.090          0.193         0.00230034            0.15869141
       23760          264.000         76.31          862.88          1.56           0.679       0.196       0.024       1.473          0.0475       74.7480             0.000           100.000          0.45         0.58       0.089          0.193         0.00181531            0.00305176
       24840          276.000         76.31          860.22          1.56           0.678       0.195       0.024       1.469          0.0474       74.7480             0.000           100.000          0.45         0.58       0.089          0.193         0.00232322           -1.08337390
       25920          288.000         76.29          848.56          1.55           0.675       0.195       0.024       1.465          0.0471       74.7478             0.000           100.000          0.45         0.56       0.091          0.193         0.00227642           -0.00610352
       27000          300.000         76.28          834.27          1.56           0.672       0.193       0.024       1.462          0.0472       74.7172             0.000           100.000          0.43         0.55       0.093          0.193         0.00233073           -0.00610352
       28080          312.000         76.25          819.30          1.59           0.669       0.190       0.025       1.459          0.0477       74.6601             0.000           100.000          0.42         0.53       0.096          0.193         0.00246618            0.79956049
       29160          324.000         76.23          805.44          1.71           0.666       0.182       0.026       1.456          0.0494       74.5217             0.000           100.000          0.39         0.51       0.099          0.193         0.00281075           -0.39978024
       30240          336.000         76.22          790.73          1.75           0.658       0.178       0.027       1.456          0.0499       74.4739             0.000           100.000          0.37         0.50       0.101          0.193         0.00273048            0.12817383
       31320          348.000         76.22          785.84          1.75           0.654       0.177       0.027       1.454          0.0499       74.4726             0.000           100.000          0.37         0.49       0.102          0.193         0.00271347           -0.65612787
       32400          360.000         76.22          775.38          1.75           0.646       0.174       0.027       1.452          0.0499       74.4691             0.000           100.000          0.36         0.49       0.100          0.193         0.00272992           -1.30310047
       33480          372.000         76.22          762.70          1.75           0.637       0.172       0.027       1.449          0.0498       74.4641             0.000           100.000          0.36         0.49       0.098          0.193         0.00269075            0.00305176
       34560          384.000         76.21          755.48          1.75           0.632       0.170       0.028       1.447          0.0498       74.4607             0.000           100.000          0.36         0.49       0.096          0.193         0.00266242           -0.52490228
       35640          396.000         76.21          750.72          1.75           0.629       0.169       0.028       1.445          0.0498       74.4591             0.000           100.000          0.35         0.49       0.095          0.193         0.00264876           -0.12512207
       36720          408.000         76.22          766.19          1.75           0.640       0.173       0.027       1.449          0.0498       74.4657             0.000           100.000          0.36         0.49       0.097          0.193         0.00253130            0.13427733
       37800          420.000         76.23          797.89          1.75           0.663       0.179       0.026       1.457          0.0499       74.4760             0.000           100.000          0.38         0.50       0.100          0.193         0.00269035           -0.26855466
       38880          432.000         76.23          803.97          1.72           0.666       0.181       0.026       1.460          0.0496       74.5062             0.000           100.000          0.38         0.50       0.103          0.193         0.00270548           -0.39367676
       39960          444.000         76.23          796.64          1.75           0.662       0.179       0.026       1.457          0.0499       74.4759             0.000           100.000          0.37         0.48       0.106          0.193         0.00274890           -0.65917963
       41040          456.000         76.22          778.30          1.75           0.649       0.175       0.027       1.453          0.0499       74.4698             0.000           100.000          0.35         0.47       0.107          0.193         0.00276368           -0.65612787
       42120          468.000         76.21          759.38          1.75           0.635       0.171       0.027       1.448          0.0498       74.4628             0.000           100.000          0.33         0.45       0.107          0.193         0.00268693            0.64086908
       43200          480.000         76.21          758.30          1.75           0.634       0.171       0.028       1.448          0.0498       74.4621             0.000           100.000          0.33         0.44       0.108          0.193         0.00256598           -0.26550293
       44280          492.000         76.22          772.91          1.75           0.645       0.174       0.027       1.450          0.0498       74.4687             0.000           100.000          0.34         0.44       0.109          0.193         0.00255969            0.00000000
       45360          504.000         76.22          776.33          1.75           0.647       0.175       0.027       1.452          0.0499       74.4693             0.000           100.000          0.35         0.46       0.107          0.193         0.00264864           -0.13427733
       46440          516.000         76.22          767.55          1.75           0.641       0.173       0.027       1.450          0.0498       74.4663             0.000           100.000          0.35         0.46       0.104          0.193         0.00265286            0.00000000
       47520          528.000         76.22          779.50          1.75           0.650       0.175       0.027       1.453          0.0499       74.4704             0.000           100.000          0.36         0.47       0.102          0.193         0.00253673            1.04675293
       48600          540.000         76.23          801.05          1.75           0.665       0.180       0.026       1.459          0.0500       74.4774             0.000           100.000          0.38         0.50       0.101          0.193         0.00267701            0.25939938
       49680          552.000         76.24          812.05          1.60           0.668       0.189       0.025       1.462          0.0479       74.6412             0.000           100.000          0.40         0.51       0.099          0.193         0.00251106            9.89074612
       50760          564.000         76.24          812.80          1.60           0.668       0.189       0.025       1.460          0.0478       74.6439             0.000           100.000          0.41         0.51       0.098          0.193         0.00248529            7.11059523
       51840          576.000         76.23          796.38          1.75           0.662       0.179       0.026       1.455          0.0499       74.4768             0.000           100.000          0.38         0.51       0.098          0.193         0.00275918           -0.65917963
       52920          588.000         76.22          776.45          1.75           0.647       0.175       0.027       1.452          0.0499       74.4695             0.000           100.000          0.36         0.49       0.098          0.193         0.00275744            0.51879877
       54000          600.000         76.22          768.81          1.75           0.642       0.173       0.027       1.450          0.0498       74.4666             0.000           100.000          0.36         0.48       0.098          0.193         0.00264519           -0.91552728
       55080          612.000         76.22          766.20          1.75           0.640       0.173       0.027       1.450          0.0498       74.4653             0.000           100.000          0.35         0.47       0.099          0.193         0.00260949           -0.65002441
       56160          624.000         76.22          778.67          1.75           0.649       0.175       0.027       1.453          0.0499       74.4702             0.000           100.000          0.36         0.48       0.100          0.193         0.00253613            0.52490228
       57240          636.000         76.23          800.09          1.75           0.665       0.179       0.026       1.458          0.0500       74.4764             0.000           100.000          0.37         0.49       0.101          0.193         0.00263299           -0.25939938
       58320          648.000         76.23          806.02          1.72           0.667       0.182       0.026       1.461          0.0495       74.5167             0.000           100.000          0.38         0.50       0.101          0.193         0.00285236            0.00000000
       59400          660.000         76.23          802.64          1.72           0.665       0.181       0.026       1.455          0.0495       74.5078             0.000           100.000          0.38         0.50       0.101          0.193         0.00268645           -0.53100586
       60480          672.000         76.22          780.09          1.75           0.650       0.175       0.027       1.453          0.0499       74.4705             0.000           100.000          0.36         0.49       0.099          0.193         0.00276535           -0.78430170
       61560          684.000         76.21          758.48          1.75           0.634       0.171       0.028       1.448          0.0498       74.4623             0.000           100.000          0.35         0.48       0.098          0.193         0.00270543           -0.52185053
       62640          696.000         76.21          748.41          1.75           0.627       0.169       0.028       1.445          0.0498       74.4574             0.000           100.000          0.34         0.47       0.096          0.193         0.00261297            0.00305176
       63720          708.000         76.21          744.47          1.75           0.625       0.168       0.028       1.444          0.0498       74.4560             0.000           100.000          0.34         0.47       0.095          0.193         0.00260854           -0.25329587
       64800          720.000         76.21          750.16          1.75           0.628       0.169       0.028       1.445          0.0498       74.4588             0.000           100.000          0.35         0.48       0.094          0.193         0.00256673            0.51574707
       65880          732.000         76.22          764.95          1.75           0.639       0.172       0.027       1.450          0.0498       74.4648             0.000           100.000          0.36         0.49       0.093          0.193         0.00257209            0.26245114
       66960          744.000         76.22          760.89          1.75           0.636       0.171       0.027       1.448          0.0498       74.4638             0.000           100.000          0.36         0.50       0.091          0.193         0.00269247           -0.51879877
       68040          756.000         76.21          743.89          1.75           0.624       0.168       0.028       1.444          0.0498       74.4553             0.000           100.000          0.35         0.49       0.090          0.193         0.00269065           -0.00305176
       69120          768.000         76.21          750.41          1.75           0.629       0.169       0.028       1.445          0.0498       74.4587             0.000           100.000          0.35         0.48       0.092          0.193         0.00253240           -0.13427733
       70200          780.000         76.22          780.78          1.75           0.650       0.175       0.027       1.452          0.0499       74.4719             0.000           100.000          0.36         0.49       0.096          0.193         0.00266893            0.52490228
       71280          792.000         76.22          780.39          1.75           0.650       0.175       0.027       1.453          0.0499       74.4706             0.000           100.000          0.35         0.47       0.101          0.193         0.00271813           -0.00305176
       72360          804.000         76.21          755.38          1.75           0.632       0.170       0.028       1.446          0.0498       74.4613             0.000           100.000          0.33         0.44       0.104          0.193         0.00269990            0.39367676
       73440          816.000         76.21          750.64          1.75           0.629       0.170       0.028       1.446          0.0498       74.4585             0.000           100.000          0.32         0.43       0.104          0.193         0.00256174            0.13122557
       74520          828.000         76.22          766.95          1.75           0.640       0.173       0.027       1.450          0.0498       74.4657             0.000           100.000          0.33         0.44       0.105          0.193         0.00250571           -0.13122557
       75600          840.000         76.22          791.50          1.75           0.658       0.178       0.027       1.455          0.0499       74.4745             0.000           100.000          0.35         0.45       0.105          0.193         0.00250393            0.26550293
       76680          852.000         76.23          806.72          1.72           0.667       0.182       0.026       1.463          0.0496       74.5160             0.000           100.000          0.36         0.47       0.106          0.193         0.00264222            0.53710932
       77760          864.000         76.26          823.20          1.60           0.671       0.190       0.025       1.466          0.0479       74.6605             0.000           100.000          0.38         0.46       0.107          0.193         0.00250974            0.46691892
