 Calculated Flow and Sedi at section of Ics=          18
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         84.37          801.03          2.54           0.822       0.187       0.034       2.233          0.0745       81.8285             0.000           100.000          0.41         0.39       0.077          0.243        -0.00484546           -0.14495848
        1080           12.000         84.37          803.95          2.54           0.824       0.188       0.034       2.239          0.0746       81.8292             0.000           100.000          0.41         0.39       0.077          0.243        -0.00487427           -0.14495848
        2160           24.000         84.39          816.58          2.56           0.829       0.188       0.034       2.254          0.0752       81.8334             0.000           100.000          0.41         0.37       0.081          0.243        -0.00506665           -0.21820067
        3240           36.000         84.43          832.41          2.59           0.835       0.189       0.034       2.270          0.0758       81.8387             0.000           100.000          0.41         0.35       0.087          0.243        -0.00529980            0.21972656
        4320           48.000         84.47          854.06          2.62           0.843       0.189       0.034       2.291          0.0767       81.8459             0.000           100.000          0.41         0.35       0.088          0.243        -0.00546317            0.14801025
        5400           60.000         84.50          872.09          2.65           0.848       0.189       0.034       2.303          0.0774       81.8523             0.000           100.000          0.42         0.36       0.084          0.243        -0.00558484            0.29296872
        6480           72.000         84.51          871.86          2.65           0.848       0.189       0.034       2.298          0.0773       81.8526             0.000           100.000          0.42         0.37       0.080          0.243        -0.00549570            0.14953612
        7560           84.000         84.50          866.27          2.65           0.846       0.189       0.034       2.293          0.0771       81.8508             0.000           100.000          0.42         0.39       0.076          0.243        -0.00532870           -0.14648436
        8640           96.000         84.49          862.94          2.64           0.844       0.189       0.034       2.290          0.0770       81.8496             0.000           100.000          0.43         0.40       0.074          0.243        -0.00520855           -0.44250485
        9720          108.000         84.49          860.73          2.64           0.844       0.189       0.034       2.288          0.0769       81.8489             0.000           100.000          0.43         0.41       0.072          0.243        -0.00513228            0.22125243
       10800          120.000         84.48          855.69          2.63           0.842       0.189       0.034       2.282          0.0767       81.8473             0.000           100.000          0.43         0.41       0.072          0.243        -0.00511627            0.14801025
       11880          132.000         84.47          850.70          2.62           0.840       0.189       0.034       2.278          0.0765       81.8456             0.000           100.000          0.42         0.40       0.074          0.243        -0.00513397            0.00000000
       12960          144.000         84.46          847.25          2.62           0.839       0.188       0.034       2.275          0.0763       81.8444             0.000           100.000          0.42         0.39       0.077          0.243        -0.00517606           -0.14495848
       14040          156.000         84.45          842.58          2.61           0.837       0.188       0.034       2.269          0.0761       81.8430             0.000           100.000          0.42         0.38       0.079          0.243        -0.00521161            0.14801025
       15120          168.000         84.43          831.84          2.59           0.833       0.188       0.034       2.258          0.0757       81.8394             0.000           100.000          0.41         0.37       0.081          0.243        -0.00519569            0.07171631
       16200          180.000         84.41          819.36          2.57           0.828       0.188       0.034       2.246          0.0752       81.8352             0.000           100.000          0.41         0.36       0.083          0.243        -0.00514149           -0.58746332
       17280          192.000         84.37          802.84          2.54           0.822       0.187       0.034       2.228          0.0745       81.8297             0.000           100.000          0.41         0.37       0.081          0.243        -0.00497145           -0.14648436
       18360          204.000         84.35          791.42          2.52           0.817       0.187       0.034       2.226          0.0742       81.8259             0.000           100.000          0.41         0.38       0.077          0.243        -0.00477743            0.14648436
       19440          216.000         84.38          809.81          2.55           0.827       0.188       0.034       2.250          0.0749       81.8308             0.000           100.000          0.42         0.40       0.074          0.243        -0.00477855            0.66070557
       20520          228.000         84.43          834.61          2.59           0.836       0.189       0.034       2.274          0.0760       81.8393             0.000           100.000          0.43         0.42       0.070          0.243        -0.00480527            0.58898926
       21600          240.000         84.47          853.12          2.62           0.842       0.189       0.034       2.288          0.0767       81.8457             0.000           100.000          0.43         0.43       0.068          0.243        -0.00485719            0.51727289
       22680          252.000         84.49          864.28          2.64           0.845       0.189       0.034       2.294          0.0770       81.8498             0.000           100.000          0.44         0.44       0.066          0.243        -0.00490768            0.44708249
       23760          264.000         84.49          860.61          2.64           0.843       0.189       0.034       2.286          0.0768       81.8490             0.000           100.000          0.43         0.43       0.067          0.243        -0.00496488            0.14953612
       24840          276.000         84.47          849.75          2.62           0.839       0.188       0.034       2.274          0.0764       81.8455             0.000           100.000          0.43         0.41       0.071          0.243        -0.00500744            0.21972656
