 Calculated Flow and Sedi at section of Ics=          36
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         76.60          800.81          1.83           0.716       0.187       0.031       2.172          0.0624       74.7736             0.000           100.000          0.43         0.54       0.097          0.195         0.00201496           -0.93383783
        1080           12.000         76.60          801.33          1.83           0.716       0.187       0.031       2.172          0.0624       74.7736             0.000           100.000          0.43         0.54       0.097          0.195         0.00201453           -0.69885248
        2160           24.000         76.61          805.52          1.84           0.718       0.187       0.031       2.174          0.0625       74.7738             0.000           100.000          0.43         0.54       0.097          0.195         0.00200546            0.81481928
        3240           36.000         76.63          818.45          1.85           0.722       0.187       0.031       2.171          0.0628       74.7742             0.000           100.000          0.43         0.54       0.099          0.195         0.00196167            0.22888182
        4320           48.000         76.65          835.31          1.88           0.728       0.187       0.031       2.168          0.0631       74.7747             0.000           100.000          0.42         0.52       0.102          0.195         0.00191997            0.22888182
        5400           60.000         76.68          856.89          1.90           0.735       0.188       0.031       2.165          0.0636       74.7754             0.000           100.000          0.42         0.52       0.104          0.195         0.00187885            0.46691892
        6480           72.000         76.70          870.77          1.92           0.740       0.188       0.031       2.158          0.0638       74.7759             0.000           100.000          0.43         0.53       0.102          0.195         0.00184902            0.46386716
        7560           84.000         76.70          871.33          1.93           0.739       0.188       0.031       2.155          0.0638       74.7759             0.000           100.000          0.43         0.54       0.100          0.195         0.00181220            0.35400388
        8640           96.000         76.70          866.94          1.92           0.738       0.187       0.031       2.154          0.0637       74.7758             0.000           100.000          0.44         0.55       0.097          0.195         0.00183264            0.00305176
        9720          108.000         76.69          863.55          1.92           0.737       0.187       0.031       2.154          0.0636       74.7757             0.000           100.000          0.44         0.56       0.095          0.195         0.00185843            0.00000000
       10800          120.000         76.69          861.12          1.91           0.736       0.187       0.031       2.155          0.0636       74.7756             0.000           100.000          0.44         0.56       0.094          0.195         0.00187426           -0.46691892
       11880          132.000         76.68          856.33          1.91           0.734       0.187       0.031       2.155          0.0635       74.7754             0.000           100.000          0.44         0.56       0.094          0.195         0.00188279            0.22888182
       12960          144.000         76.68          851.44          1.90           0.732       0.187       0.031       2.155          0.0633       74.7753             0.000           100.000          0.44         0.56       0.095          0.195         0.00189917           -0.70190424
       14040          156.000         76.67          848.03          1.90           0.731       0.187       0.031       2.156          0.0633       74.7752             0.000           100.000          0.44         0.55       0.096          0.195         0.00189961           -0.35400388
       15120          168.000         76.66          841.62          1.89           0.729       0.187       0.031       2.155          0.0631       74.7750             0.000           100.000          0.43         0.54       0.098          0.195         0.00190718           -0.35400388
       16200          180.000         76.65          830.50          1.87           0.725       0.187       0.031       2.156          0.0629       74.7746             0.000           100.000          0.43         0.53       0.099          0.195         0.00193420           -0.34790039
       17280          192.000         76.63          817.44          1.86           0.721       0.187       0.031       2.161          0.0627       74.7742             0.000           100.000          0.42         0.53       0.100          0.195         0.00195409           -0.47302243
       18360          204.000         76.60          795.59          1.83           0.712       0.186       0.031       2.168          0.0623       74.7736             0.000           100.000          0.42         0.53       0.099          0.195         0.00205007           -0.81481928
