 Calculated Flow and Sedi at section of Ics=          29
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         79.37          801.09          1.11           0.584       0.208       0.027       2.215          0.0491       78.2608             0.000           100.000          0.39         0.52       0.094          0.211         0.00454056           -0.46997067
        1080           12.000         79.37          801.20          1.11           0.584       0.208       0.027       2.213          0.0491       78.2609             0.000           100.000          0.39         0.52       0.094          0.211         0.00454271           -0.00305176
        2160           24.000         79.38          809.41          1.12           0.585       0.208       0.027       2.212          0.0493       78.2618             0.000           100.000          0.38         0.51       0.095          0.211         0.00456824            0.70495600
        3240           36.000         79.40          823.72          1.14           0.584       0.206       0.028       2.195          0.0495       78.2637             0.000           100.000          0.37         0.50       0.098          0.211         0.00462227            2.11791968
        4320           48.000         79.43          842.30          1.16           0.585       0.205       0.028       2.178          0.0498       78.2661             0.000           100.000          0.36         0.48       0.101          0.211         0.00472618            0.70800775
        5400           60.000         79.46          864.69          1.19           0.585       0.202       0.028       2.152          0.0501       78.2694             0.000           100.000          0.36         0.48       0.100          0.211         0.00484044            0.47302243
        6480           72.000         79.47          872.64          1.20           0.584       0.201       0.028       2.135          0.0501       78.2712             0.000           100.000          0.36         0.49       0.098          0.211         0.00490779            4.65087891
        7560           84.000         79.47          869.41          1.20           0.583       0.201       0.028       2.133          0.0501       78.2704             0.000           100.000          0.37         0.50       0.095          0.211         0.00492326           -0.47607419
        8640           96.000         79.46          865.20          1.19           0.583       0.202       0.028       2.138          0.0500       78.2698             0.000           100.000          0.37         0.51       0.093          0.211         0.00492130            0.47302243
        9720          108.000         79.46          862.58          1.19           0.583       0.202       0.028       2.141          0.0500       78.2694             0.000           100.000          0.38         0.52       0.091          0.211         0.00494976           -0.47302243
       10800          120.000         79.46          859.25          1.19           0.583       0.202       0.028       2.142          0.0499       78.2690             0.000           100.000          0.38         0.53       0.090          0.211         0.00494896           -0.71105957
       11880          132.000         79.45          854.02          1.18           0.583       0.202       0.028       2.148          0.0498       78.2682             0.000           100.000          0.38         0.52       0.091          0.211         0.00491573           -0.48217770
       12960          144.000         79.44          849.67          1.18           0.583       0.203       0.028       2.153          0.0498       78.2676             0.000           100.000          0.37         0.51       0.092          0.211         0.00487647            0.94909662
       14040          156.000         79.44          846.62          1.17           0.583       0.203       0.028       2.158          0.0498       78.2671             0.000           100.000          0.37         0.51       0.094          0.211         0.00483847           -0.23193358
       15120          168.000         79.43          838.22          1.16           0.583       0.204       0.028       2.165          0.0496       78.2660             0.000           100.000          0.37         0.50       0.096          0.211         0.00477551           -1.41601551
       16200          180.000         79.41          826.41          1.15           0.583       0.205       0.028       2.178          0.0495       78.2643             0.000           100.000          0.37         0.50       0.097          0.211         0.00466541           -1.16882324
       17280          192.000         79.39          812.08          1.13           0.583       0.206       0.028       2.192          0.0492       78.2625             0.000           100.000          0.37         0.49       0.098          0.211         0.00456341            0.04272461
       18360          204.000         79.37          792.45          1.11           0.581       0.208       0.027       2.217          0.0490       78.2604             0.000           100.000          0.38         0.50       0.096          0.211         0.00447374           -0.92468256
       19440          216.000         79.37          800.72          1.11           0.584       0.208       0.027       2.217          0.0491       78.2607             0.000           100.000          0.39         0.52       0.094          0.211         0.00451113           -0.00305176
       20520          228.000         79.40          821.75          1.14           0.585       0.207       0.028       2.205          0.0495       78.2632             0.000           100.000          0.39         0.53       0.091          0.211         0.00470721           -0.37231442
       21600          240.000         79.43          843.84          1.16           0.585       0.204       0.028       2.177          0.0498       78.2663             0.000           100.000          0.39         0.54       0.088          0.211         0.00490401            1.88598621
       22680          252.000         79.45          860.02          1.19           0.584       0.202       0.028       2.152          0.0500       78.2688             0.000           100.000          0.39         0.55       0.086          0.211         0.00503940            1.18713367
       23760          264.000         79.46          863.88          1.19           0.583       0.202       0.028       2.141          0.0500       78.2695             0.000           100.000          0.39         0.55       0.085          0.211         0.00506993           -0.23803709
       24840          276.000         79.45          856.06          1.18           0.582       0.202       0.028       2.143          0.0499       78.2686             0.000           100.000          0.38         0.54       0.087          0.211         0.00499553           -0.72021478
       25920          288.000         79.43          843.53          1.17           0.583       0.203       0.028       2.158          0.0497       78.2668             0.000           100.000          0.38         0.53       0.090          0.211         0.00488275           -2.13928223
       27000          300.000         79.41          828.09          1.15           0.582       0.205       0.028       2.175          0.0495       78.2645             0.000           100.000          0.38         0.51       0.094          0.211         0.00473774           -0.69885248
       28080          312.000         79.39          813.69          1.13           0.583       0.206       0.028       2.190          0.0493       78.2627             0.000           100.000          0.37         0.50       0.097          0.211         0.00458570            1.92565906
       29160          324.000         79.37          798.42          1.11           0.583       0.208       0.027       2.210          0.0491       78.2607             0.000           100.000          0.37         0.49       0.100          0.211         0.00445642            0.23498534
       30240          336.000         79.36          789.98          1.10           0.580       0.207       0.027       2.219          0.0490       78.2602             0.000           100.000          0.37         0.48       0.102          0.211         0.00439676           -0.23498534
       31320          348.000         79.36          784.69          1.10           0.578       0.207       0.027       2.222          0.0490       78.2597             0.000           100.000          0.37         0.47       0.101          0.211         0.00423191           -0.22888182
       32400          360.000         79.35          773.30          1.09           0.575       0.206       0.028       2.229          0.0489       78.2588             0.000           100.000          0.37         0.47       0.099          0.211         0.00389627            4.37622070
       33480          372.000         79.34          760.92          1.12           0.571       0.202       0.028       2.238          0.0496       78.2201             0.000           100.000          0.36         0.48       0.096          0.211         0.00393663            0.65917963
       34560          384.000         79.34          754.16          1.12           0.569       0.201       0.028       2.243          0.0496       78.2153             0.000           100.000          0.36         0.48       0.094          0.211         0.00389549            2.81372070
       35640          396.000         79.33          750.47          1.12           0.567       0.201       0.028       2.247          0.0497       78.2125             0.000           100.000          0.36         0.48       0.095          0.211         0.00384602            5.33752441
       36720          408.000         79.35          770.89          1.12           0.575       0.203       0.028       2.237          0.0496       78.2256             0.000           100.000          0.36         0.47       0.097          0.211         0.00383503            0.65612787
       37800          420.000         79.37          799.61          1.11           0.584       0.208       0.027       2.216          0.0491       78.2607             0.000           100.000          0.37         0.48       0.102          0.211         0.00438336           -0.47302243
