 Calculated Flow and Sedi at section of Ics=          54
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         70.99          800.57          2.37           1.370       0.304       0.021       2.742          0.0797       68.6236             0.000           100.000          1.27         0.72       0.098          0.170        -0.01919801            0.18310545
        1080           12.000         70.99          800.84          2.37           1.371       0.304       0.021       2.743          0.0797       68.6237             0.000           100.000          1.27         0.73       0.098          0.170        -0.01918797            0.22888182
        2160           24.000         70.99          801.73          2.37           1.371       0.304       0.021       2.743          0.0797       68.6240             0.000           100.000          1.27         0.73       0.098          0.170        -0.01922249            0.25634766
        3240           36.000         71.00          810.95          2.38           1.380       0.305       0.021       2.751          0.0800       68.6275             0.000           100.000          1.28         0.73       0.098          0.170        -0.01953683            0.09460449
        4320           48.000         71.03          825.58          2.39           1.392       0.308       0.021       2.761          0.0803       68.6387             0.000           100.000          1.29         0.72       0.099          0.170        -0.02014184            0.18768309
        5400           60.000         71.05          844.33          2.40           1.409       0.311       0.021       2.773          0.0806       68.6528             0.000           100.000          1.31         0.71       0.101          0.170        -0.02093473            0.86212152
        6480           72.000         71.08          865.35          2.33           1.429       0.320       0.021       2.793          0.0798       68.7431             0.000           100.000          1.36         0.72       0.101          0.170        -0.02329151            0.24719237
        7560           84.000         71.08          871.38          2.32           1.436       0.323       0.020       2.807          0.0798       68.7579             0.000           100.000          1.39         0.74       0.101          0.170        -0.02379780           -0.09918212
        8640           96.000         71.07          870.07          2.34           1.438       0.322       0.021       2.820          0.0802       68.7387             0.000           100.000          1.39         0.74       0.099          0.170        -0.02352667            0.19531249
        9720          108.000         71.06          866.20          2.39           1.438       0.318       0.021       2.833          0.0814       68.6740             0.000           100.000          1.38         0.75       0.098          0.170        -0.02239734           -0.28533933
       10800          120.000         71.06          863.40          2.40           1.438       0.317       0.021       2.846          0.0817       68.6542             0.000           100.000          1.38         0.76       0.097          0.170        -0.02211882            0.18768309
       11880          132.000         71.05          859.91          2.40           1.438       0.318       0.021       2.857          0.0818       68.6490             0.000           100.000          1.38         0.76       0.097          0.170        -0.02212336           -0.09307861
       12960          144.000         71.04          854.89          2.39           1.436       0.317       0.021       2.866          0.0819       68.6438             0.000           100.000          1.38         0.76       0.097          0.170        -0.02201436            0.19073485
       14040          156.000         71.03          850.82          2.39           1.434       0.317       0.021       2.874          0.0819       68.6392             0.000           100.000          1.38         0.76       0.097          0.170        -0.02196450           -0.18768309
       15120          168.000         71.02          846.77          2.38           1.433       0.317       0.021       2.883          0.0819       68.6347             0.000           100.000          1.37         0.75       0.098          0.170        -0.02192414            0.14190672
       16200          180.000         71.00          837.59          2.37           1.427       0.316       0.021       2.888          0.0819       68.6265             0.000           100.000          1.36         0.74       0.099          0.170        -0.02166812           -0.28228757
       17280          192.000         70.98          825.34          2.37           1.419       0.314       0.021       2.891          0.0818       68.6115             0.000           100.000          1.34         0.73       0.099          0.170        -0.02118356            0.04730225
       18360          204.000         70.95          810.46          2.54           1.409       0.301       0.022       2.897          0.0849       68.4107             0.000           100.000          1.26         0.71       0.100          0.170        -0.01781210           -0.17089842
       19440          216.000         70.94          805.02          2.54           1.406       0.300       0.023       2.904          0.0849       68.4023             0.000           100.000          1.26         0.71       0.099          0.170        -0.01779540           -0.17242430
       20520          228.000         70.94          803.98          2.54           1.407       0.301       0.023       2.918          0.0851       68.3975             0.000           100.000          1.27         0.73       0.098          0.170        -0.01767804            0.25939938
       21600          240.000         70.96          823.27          2.54           1.428       0.305       0.022       2.944          0.0856       68.4148             0.000           100.000          1.31         0.74       0.097          0.170        -0.01852194            0.17395020
       22680          252.000         70.99          844.97          2.37           1.448       0.321       0.021       2.963          0.0829       68.6171             0.000           100.000          1.41         0.77       0.096          0.170        -0.02245705            0.09460449
       23760          264.000         71.00          859.35          2.38           1.462       0.324       0.021       2.981          0.0832       68.6273             0.000           100.000          1.44         0.79       0.095          0.170        -0.02314039            0.09613036
       24840          276.000         71.01          862.87          2.38           1.468       0.325       0.021       2.994          0.0834       68.6276             0.000           100.000          1.45         0.79       0.095          0.170        -0.02337453           -0.14038086
       25920          288.000         70.99          855.13          2.37           1.463       0.324       0.021       2.999          0.0833       68.6240             0.000           100.000          1.44         0.79       0.095          0.170        -0.02321354           -0.16632080
       27000          300.000         70.97          841.69          2.37           1.453       0.322       0.021       3.002          0.0833       68.6038             0.000           100.000          1.42         0.77       0.096          0.170        -0.02259595           -0.17395020
       28080          312.000         70.94          827.12          2.54           1.443       0.308       0.022       3.009          0.0864       68.4038             0.000           100.000          1.33         0.75       0.097          0.170        -0.01907176           -0.13122557
       29160          324.000         70.92          812.75          2.53           1.431       0.306       0.022       3.009          0.0863       68.3862             0.000           100.000          1.30         0.73       0.099          0.170        -0.01852175            0.12817383
       30240          336.000         70.92          756.94          2.53           1.334       0.285       0.024       3.079          0.0873       68.3844             0.000           100.000          1.13         0.69       0.100          0.170        -0.01430637            3.58886695
       31320          348.000         70.91          809.80          2.53           1.431       0.306       0.023       3.020          0.0865       68.3799             0.000           100.000          1.29         0.67       0.101          0.170        -0.01939100           -0.04119873
