 Calculated Flow and Sedi at section of Ics=          25
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         81.93          800.95          1.15           0.714       0.269       0.031       3.924          0.0666       80.7735             0.000           100.000          0.52         0.47       0.090          0.224        -0.01188326           -0.54931635
        1080           12.000         81.93          801.80          1.15           0.714       0.269       0.031       3.925          0.0667       80.7735             0.000           100.000          0.52         0.47       0.090          0.224        -0.01189463           -0.19226073
        2160           24.000         81.94          812.05          1.17           0.715       0.268       0.031       3.913          0.0669       80.7738             0.000           100.000          0.51         0.47       0.091          0.224        -0.01186071            0.74462885
        3240           36.000         81.96          827.25          1.19           0.717       0.266       0.031       3.894          0.0673       80.7743             0.000           100.000          0.50         0.45       0.095          0.224        -0.01196042            1.11694336
        4320           48.000         81.99          847.47          1.21           0.719       0.263       0.031       3.870          0.0678       80.7749             0.000           100.000          0.49         0.43       0.098          0.224        -0.01184708            0.55847168
        5400           60.000         82.01          868.45          1.24           0.721       0.260       0.031       3.841          0.0682       80.7756             0.000           100.000          0.49         0.44       0.096          0.224        -0.01163324            0.37231442
        6480           72.000         82.02          872.84          1.24           0.721       0.260       0.031       3.829          0.0683       80.7758             0.000           100.000          0.50         0.45       0.093          0.224        -0.01153967            0.93078607
        7560           84.000         82.01          867.98          1.24           0.720       0.260       0.031       3.835          0.0682       80.7756             0.000           100.000          0.50         0.46       0.090          0.224        -0.01155563            0.55541986
        8640           96.000         82.01          864.11          1.23           0.720       0.261       0.031       3.840          0.0681       80.7755             0.000           100.000          0.51         0.47       0.087          0.224        -0.01148733            1.11389148
        9720          108.000         82.01          861.88          1.23           0.720       0.261       0.031       3.842          0.0681       80.7754             0.000           100.000          0.51         0.48       0.085          0.224        -0.01140447            0.37231442
       10800          120.000         82.00          857.70          1.23           0.719       0.261       0.031       3.846          0.0680       80.7753             0.000           100.000          0.51         0.48       0.085          0.224        -0.01141415           -0.74157715
       11880          132.000         81.99          852.58          1.22           0.719       0.262       0.031       3.854          0.0679       80.7751             0.000           100.000          0.51         0.48       0.086          0.224        -0.01153302           -0.56457514
       12960          144.000         81.99          848.55          1.21           0.718       0.262       0.031       3.858          0.0677       80.7750             0.000           100.000          0.51         0.47       0.088          0.224        -0.01159926            0.00000000
       14040          156.000         81.98          845.17          1.21           0.718       0.263       0.031       3.863          0.0677       80.7749             0.000           100.000          0.50         0.46       0.090          0.224        -0.01169748            0.74157715
       15120          168.000         81.97          835.53          1.20           0.717       0.264       0.031       3.873          0.0674       80.7746             0.000           100.000          0.50         0.45       0.092          0.224        -0.01183242           -0.37231442
       16200          180.000         81.96          823.50          1.18           0.716       0.266       0.031       3.888          0.0671       80.7742             0.000           100.000          0.50         0.45       0.094          0.224        -0.01200510            0.37231442
       17280          192.000         81.94          808.28          1.16           0.714       0.268       0.031       3.908          0.0668       80.7737             0.000           100.000          0.51         0.45       0.094          0.224        -0.01209470           -0.92773432
       18360          204.000         81.92          791.14          1.15           0.711       0.269       0.031       3.934          0.0665       80.7732             0.000           100.000          0.51         0.46       0.091          0.224        -0.01193308           -0.55236810
       19440          216.000         81.93          803.66          1.16           0.715       0.269       0.031       3.928          0.0667       80.7735             0.000           100.000          0.52         0.48       0.088          0.224        -0.01183334            0.18615721
       20520          228.000         81.96          827.78          1.19           0.717       0.266       0.031       3.901          0.0673       80.7743             0.000           100.000          0.52         0.49       0.085          0.224        -0.01155726           -0.18920898
       21600          240.000         81.99          848.11          1.21           0.719       0.263       0.031       3.868          0.0678       80.7750             0.000           100.000          0.52         0.50       0.082          0.224        -0.01125359            0.92468256
       22680          252.000         82.01          862.17          1.23           0.720       0.261       0.031       3.846          0.0681       80.7754             0.000           100.000          0.52         0.51       0.080          0.224        -0.01105139            0.19226073
       23760          264.000         82.01          863.16          1.23           0.720       0.261       0.031       3.842          0.0681       80.7755             0.000           100.000          0.52         0.51       0.080          0.224        -0.01113763           -0.92773432
       24840          276.000         82.00          853.69          1.22           0.719       0.262       0.031       3.850          0.0679       80.7752             0.000           100.000          0.52         0.49       0.082          0.224        -0.01136817           -0.74157715
       25920          288.000         81.98          840.05          1.20           0.717       0.264       0.031       3.868          0.0675       80.7747             0.000           100.000          0.51         0.48       0.086          0.224        -0.01160518           -0.74157715
       27000          300.000         81.96          824.59          1.18           0.716       0.266       0.031       3.886          0.0672       80.7742             0.000           100.000          0.51         0.46       0.090          0.224        -0.01182520           -0.55847168
       28080          312.000         81.94          810.44          1.17           0.714       0.267       0.031       3.904          0.0668       80.7738             0.000           100.000          0.50         0.45       0.094          0.224        -0.01207897            0.37231442
       29160          324.000         81.92          795.88          1.15           0.712       0.269       0.031       3.929          0.0665       80.7733             0.000           100.000          0.50         0.44       0.098          0.224        -0.01224259            0.55541986
       30240          336.000         81.92          789.11          1.14           0.710       0.269       0.031       3.937          0.0664       80.7732             0.000           100.000          0.50         0.43       0.099          0.224        -0.01221073            0.00000000
       31320          348.000         81.91          782.91          1.14           0.708       0.269       0.031       3.941          0.0663       80.7731             0.000           100.000          0.50         0.44       0.098          0.224        -0.01205525            0.73852533
       32400          360.000         81.90          771.09          1.13           0.703       0.269       0.031       3.955          0.0661       80.7728             0.000           100.000          0.50         0.44       0.095          0.224        -0.01183544            1.29699695
       33480          372.000         81.89          759.23          1.12           0.699       0.269       0.031       3.970          0.0659       80.7726             0.000           100.000          0.50         0.45       0.093          0.224        -0.01163096            1.48315430
       34560          384.000         81.88          752.86          1.11           0.697       0.269       0.031       3.976          0.0658       80.7724             0.000           100.000          0.50         0.45       0.092          0.224        -0.01154692           -0.37231442
       35640          396.000         81.88          750.94          1.11           0.697       0.269       0.031       3.984          0.0658       80.7724             0.000           100.000          0.50         0.45       0.093          0.224        -0.01165341            1.28479004
       36720          408.000         81.90          775.03          1.13           0.705       0.269       0.031       3.960          0.0662       80.7729             0.000           100.000          0.50         0.44       0.096          0.224        -0.01191140            0.36621091
       37800          420.000         81.93          801.97          1.15           0.715       0.269       0.031       3.928          0.0667       80.7735             0.000           100.000          0.50         0.43       0.100          0.224        -0.01229417            0.36621091
       38880          432.000         81.93          804.64          1.16           0.714       0.269       0.031       3.918          0.0667       80.7736             0.000           100.000          0.48         0.42       0.103          0.224        -0.01233863           -0.36926267
       39960          444.000         81.92          790.95          1.15           0.711       0.269       0.031       3.933          0.0665       80.7732             0.000           100.000          0.48         0.41       0.106          0.224        -0.01276623           -0.74157715
       41040          456.000         81.90          772.38          1.13           0.704       0.269       0.031       3.953          0.0662       80.7729             0.000           100.000          0.47         0.40       0.108          0.224        -0.01254003            0.37536618
       42120          468.000         81.89          755.72          1.11           0.698       0.269       0.031       3.973          0.0659       80.7725             0.000           100.000          0.46         0.39       0.109          0.224        -0.01239733            0.36926267
       43200          480.000         81.89          762.61          1.12           0.701       0.269       0.031       3.970          0.0660       80.7726             0.000           100.000          0.47         0.39       0.109          0.224        -0.01247412            0.92773432
       44280          492.000         81.91          776.30          1.13           0.706       0.269       0.031       3.955          0.0662       80.7729             0.000           100.000          0.47         0.40       0.107          0.224        -0.01258337            0.37231442
       45360          504.000         81.90          773.48          1.13           0.704       0.269       0.031       3.955          0.0662       80.7729             0.000           100.000          0.48         0.41       0.103          0.224        -0.01206055           -0.00305176
       46440          516.000         81.90          766.67          1.12           0.702       0.269       0.031       3.965          0.0661       80.7727             0.000           100.000          0.48         0.42       0.100          0.224        -0.01190352            0.36926267
       47520          528.000         81.91          787.00          1.14           0.710       0.269       0.031       3.945          0.0664       80.7731             0.000           100.000          0.49         0.43       0.097          0.224        -0.01209483           -0.18615721
       48600          540.000         81.94          809.72          1.16           0.716       0.268       0.031       3.921          0.0669       80.7737             0.000           100.000          0.50         0.44       0.095          0.224        -0.01203823            0.18615721
       49680          552.000         81.95          814.67          1.17           0.715       0.267       0.031       3.906          0.0670       80.7739             0.000           100.000          0.50         0.45       0.093          0.224        -0.01200574            0.00000000
       50760          564.000         81.94          806.84          1.16           0.714       0.268       0.031       3.912          0.0667       80.7737             0.000           100.000          0.50         0.45       0.094          0.224        -0.01209235           -0.74768060
       51840          576.000         81.92          788.83          1.14           0.710       0.269       0.031       3.934          0.0664       80.7732             0.000           100.000          0.50         0.44       0.095          0.224        -0.01201218           -0.74462885
