 Calculated Flow and Sedi at section of Ics=          41
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         75.15          800.95          2.22           0.806       0.180       0.030       2.047          0.0668       72.9284             0.000           100.000          0.49         0.51       0.093          0.187        -0.00105361            0.16784666
        1080           12.000         75.15          801.22          2.22           0.806       0.180       0.030       2.047          0.0668       72.9285             0.000           100.000          0.49         0.52       0.093          0.187        -0.00105070           -0.17242430
        2160           24.000         75.15          803.91          2.23           0.807       0.181       0.030       2.050          0.0669       72.9288             0.000           100.000          0.49         0.52       0.093          0.187        -0.00108462           -0.34027100
        3240           36.000         75.17          815.98          2.24           0.814       0.182       0.030       2.057          0.0672       72.9308             0.000           100.000          0.50         0.51       0.094          0.187        -0.00117670            0.08392333
        4320           48.000         75.19          832.09          2.26           0.822       0.183       0.030       2.065          0.0676       72.9334             0.000           100.000          0.50         0.51       0.097          0.187        -0.00133682            0.17700194
        5400           60.000         75.22          852.73          2.28           0.833       0.184       0.030       2.074          0.0681       72.9368             0.000           100.000          0.50         0.50       0.099          0.187        -0.00154117            0.51727289
        6480           72.000         75.24          869.33          2.30           0.841       0.185       0.030       2.079          0.0684       72.9396             0.000           100.000          0.51         0.51       0.098          0.187        -0.00171992            0.64392084
        7560           84.000         75.24          871.78          2.30           0.843       0.185       0.030       2.078          0.0685       72.9400             0.000           100.000          0.51         0.51       0.096          0.187        -0.00175866            0.00305176
        8640           96.000         75.24          867.83          2.30           0.840       0.185       0.030       2.076          0.0684       72.9396             0.000           100.000          0.52         0.52       0.094          0.187        -0.00169342            0.40588376
        9720          108.000         75.23          864.31          2.29           0.839       0.185       0.030       2.074          0.0683       72.9391             0.000           100.000          0.52         0.53       0.092          0.187        -0.00162175            1.04064941
       10800          120.000         75.23          861.88          2.29           0.837       0.185       0.030       2.074          0.0682       72.9385             0.000           100.000          0.52         0.54       0.091          0.187        -0.00157457            0.17395020
       11880          132.000         75.22          857.36          2.29           0.835       0.184       0.030       2.071          0.0681       72.9378             0.000           100.000          0.52         0.54       0.090          0.187        -0.00151471           -0.43029782
       12960          144.000         75.22          852.58          2.28           0.832       0.184       0.030       2.069          0.0680       72.9370             0.000           100.000          0.52         0.54       0.091          0.187        -0.00148105            0.16479491
       14040          156.000         75.21          848.97          2.28           0.831       0.184       0.030       2.068          0.0679       72.9364             0.000           100.000          0.51         0.53       0.092          0.187        -0.00146077           -0.25787354
       15120          168.000         75.21          843.44          2.27           0.827       0.183       0.030       2.064          0.0678       72.9356             0.000           100.000          0.51         0.52       0.094          0.187        -0.00142087            0.17089842
       16200          180.000         75.19          832.92          2.26           0.822       0.182       0.030       2.059          0.0675       72.9338             0.000           100.000          0.50         0.51       0.095          0.187        -0.00133046           -0.17395020
       17280          192.000         75.18          819.97          2.24           0.815       0.182       0.030       2.054          0.0672       72.9317             0.000           100.000          0.49         0.51       0.096          0.187        -0.00122160           -0.34179685
       18360          204.000         75.15          801.52          2.23           0.805       0.180       0.030       2.040          0.0667       72.9288             0.000           100.000          0.48         0.50       0.095          0.187        -0.00106719           -0.42114255
       19440          216.000         75.15          799.14          2.22           0.804       0.180       0.030       2.046          0.0667       72.9283             0.000           100.000          0.49         0.51       0.094          0.187        -0.00114031           -0.17242430
       20520          228.000         75.16          809.69          2.23           0.811       0.181       0.030       2.054          0.0670       72.9297             0.000           100.000          0.50         0.52       0.092          0.187        -0.00108996            0.42572019
       21600          240.000         75.19          832.31          2.26           0.823       0.183       0.030       2.067          0.0676       72.9334             0.000           100.000          0.51         0.54       0.090          0.187        -0.00121409            0.68359369
       22680          252.000         75.22          851.92          2.28           0.833       0.184       0.030       2.073          0.0681       72.9367             0.000           100.000          0.53         0.56       0.088          0.187        -0.00136883            0.34484860
       23760          264.000         75.23          862.03          2.29           0.838       0.185       0.030       2.076          0.0683       72.9384             0.000           100.000          0.53         0.56       0.087          0.187        -0.00147184           -0.16784666
       24840          276.000         75.23          861.34          2.29           0.837       0.184       0.030       2.073          0.0682       72.9384             0.000           100.000          0.53         0.56       0.086          0.187        -0.00147885           -0.16784666
       25920          288.000         75.22          850.28          2.28           0.831       0.184       0.030       2.067          0.0679       72.9367             0.000           100.000          0.52         0.55       0.088          0.187        -0.00138510            0.08544921
       27000          300.000         75.20          836.12          2.26           0.824       0.183       0.030       2.061          0.0676       72.9344             0.000           100.000          0.51         0.54       0.090          0.187        -0.00127906           -0.08239745
       28080          312.000         75.18          821.02          2.25           0.816       0.182       0.030       2.053          0.0672       72.9319             0.000           100.000          0.50         0.52       0.093          0.187        -0.00118303           -0.51116937
