 Calculated Flow and Sedi at section of Ics=          24
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         82.41          801.12          1.34           0.444       0.177       0.030       1.191          0.0394       81.0710             0.000            99.998          0.21         0.42       0.084          0.227         0.00732616            1.59301746
        1080           12.000         82.41          802.25          1.34           0.444       0.177       0.030       1.192          0.0394       81.0714             0.000            99.998          0.21         0.42       0.084          0.227         0.00733416            1.67236316
        2160           24.000         82.42          813.39          1.35           0.446       0.177       0.030       1.196          0.0396       81.0767             0.000            99.997          0.21         0.42       0.085          0.227         0.00731515            0.24719237
        3240           36.000         82.44          828.62          1.36           0.448       0.176       0.030       1.199          0.0398       81.0854             0.000            99.995          0.21         0.40       0.090          0.227         0.00721763            1.60217273
        4320           48.000         82.47          849.23          1.36           0.450       0.176       0.030       1.203          0.0400       81.1076             0.000            99.991          0.20         0.39       0.093          0.227         0.00726192            0.52185053
        5400           60.000         82.49          869.70          1.38           0.453       0.176       0.030       1.205          0.0403       81.1140             0.000            99.986          0.21         0.40       0.090          0.227         0.00732272            1.55334461
        6480           72.000         82.50          873.02          1.38           0.453       0.175       0.030       1.203          0.0403       81.1151             0.000            99.985          0.21         0.41       0.087          0.227         0.00736207           -0.82397455
        7560           84.000         82.49          867.38          1.38           0.452       0.175       0.030       1.201          0.0402       81.1138             0.000            99.986          0.21         0.42       0.083          0.227         0.00735763           -0.50964350
        8640           96.000         82.49          863.69          1.37           0.451       0.175       0.030       1.201          0.0401       81.1124             0.000            99.987          0.22         0.43       0.081          0.227         0.00741629           -2.64587402
        9720          108.000         82.48          861.61          1.37           0.451       0.175       0.030       1.200          0.0401       81.1117             0.000            99.988          0.22         0.44       0.079          0.227         0.00745975            0.00305176
       10800          120.000         82.48          857.30          1.37           0.450       0.176       0.030       1.199          0.0400       81.1105             0.000            99.989          0.22         0.44       0.078          0.227         0.00744772            0.80261230
       11880          132.000         82.47          851.86          1.36           0.450       0.176       0.030       1.198          0.0399       81.1090             0.000            99.990          0.22         0.43       0.080          0.227         0.00740004            0.27160645
       12960          144.000         82.47          848.17          1.36           0.449       0.176       0.030       1.198          0.0399       81.1079             0.000            99.991          0.21         0.43       0.082          0.227         0.00736161            0.27160645
       14040          156.000         82.46          844.39          1.36           0.449       0.176       0.030       1.197          0.0398       81.1068             0.000            99.992          0.21         0.42       0.085          0.227         0.00732899           -1.57165515
       15120          168.000         82.45          834.56          1.36           0.448       0.175       0.030       1.194          0.0399       81.0881             0.000            99.994          0.21         0.41       0.086          0.227         0.00722848            0.26550293
       16200          180.000         82.44          822.48          1.35           0.446       0.176       0.030       1.192          0.0397       81.0822             0.000            99.996          0.21         0.40       0.088          0.227         0.00717575           -2.60009766
       17280          192.000         82.42          807.05          1.34           0.444       0.176       0.030       1.189          0.0395       81.0748             0.000            99.998          0.21         0.41       0.088          0.227         0.00718161           -0.25634766
       18360          204.000         82.40          790.94          1.34           0.441       0.176       0.030       1.189          0.0394       81.0607             0.000            99.999          0.21         0.42       0.084          0.227         0.00720265            0.50659174
       19440          216.000         82.41          805.08          1.34           0.445       0.177       0.030       1.195          0.0395       81.0724             0.000            99.998          0.21         0.43       0.081          0.227         0.00737644            1.26953125
       20520          228.000         82.44          829.33          1.36           0.448       0.176       0.030       1.200          0.0399       81.0855             0.000            99.995          0.22         0.45       0.078          0.227         0.00746204            2.86865211
       21600          240.000         82.47          849.38          1.36           0.450       0.176       0.030       1.202          0.0399       81.1077             0.000            99.991          0.22         0.46       0.075          0.227         0.00759648            0.27160645
       22680          252.000         82.48          863.11          1.37           0.452       0.176       0.030       1.203          0.0402       81.1118             0.000            99.988          0.23         0.47       0.073          0.227         0.00765843            1.33056641
       23760          264.000         82.49          862.28          1.37           0.451       0.175       0.030       1.199          0.0401       81.1121             0.000            99.988          0.22         0.47       0.073          0.227         0.00761499            1.05285633
       24840          276.000         82.47          852.56          1.36           0.450       0.176       0.030       1.197          0.0399       81.1093             0.000            99.990          0.22         0.45       0.076          0.227         0.00749753           -0.00915527
       25920          288.000         82.46          838.75          1.37           0.448       0.175       0.030       1.194          0.0399       81.0895             0.000            99.993          0.22         0.43       0.080          0.227         0.00734225           -0.58593744
       27000          300.000         82.44          823.45          1.35           0.446       0.176       0.030       1.192          0.0397       81.0828             0.000            99.996          0.21         0.42       0.085          0.227         0.00725529            0.52795410
       28080          312.000         82.42          809.67          1.34           0.445       0.176       0.030       1.190          0.0395       81.0759             0.000            99.997          0.21         0.40       0.089          0.227         0.00718572           -1.53503406
       29160          324.000         82.40          794.86          1.33           0.442       0.176       0.030       1.188          0.0393       81.0690             0.000            99.999          0.20         0.39       0.092          0.227         0.00711978            1.75476062
       30240          336.000         82.40          788.75          1.34           0.440       0.176       0.030       1.189          0.0394       81.0589             0.000            99.999          0.20         0.38       0.094          0.227         0.00706383           -0.25329587
       31320          348.000         82.39          782.56          1.34           0.439       0.175       0.030       1.188          0.0394       81.0536             0.000            99.999          0.20         0.39       0.092          0.227         0.00707217           -2.27966309
