 Calculated Flow and Sedi at section of Ics=           3
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         89.48          801.03          2.12           0.299       0.069       0.046       0.701          0.0381       87.3575             0.000           100.000          0.08         0.30       0.049          0.283         0.00465004            0.24414061
        1080           12.000         89.50          813.39          2.14           0.300       0.069       0.046       0.701          0.0383       87.3618             0.000           100.000          0.08         0.28       0.050          0.283         0.00423931            0.00000000
        2160           24.000         89.53          829.08          2.17           0.302       0.069       0.046       0.698          0.0385       87.3664             0.000           100.000          0.08         0.24       0.052          0.283         0.00361936            0.97045892
        3240           36.000         89.57          850.33          2.20           0.304       0.069       0.046       0.695          0.0387       87.3716             0.000           100.000          0.08         0.25       0.052          0.283         0.00370550            1.45263672
        4320           48.000         89.62          873.55          2.24           0.306       0.068       0.047       0.690          0.0389       87.3761             0.000           100.000          0.08         0.26       0.051          0.283         0.00405725            2.42309546
        5400           60.000         89.63          873.61          2.25           0.305       0.068       0.047       0.684          0.0388       87.3768             0.000           100.000          0.08         0.29       0.050          0.283         0.00442068           -0.73242182
        6480           72.000         89.61          865.64          2.24           0.304       0.068       0.046       0.684          0.0387       87.3754             0.000           100.000          0.08         0.31       0.049          0.283         0.00486576           -0.26855466
        7560           84.000         89.60          862.61          2.23           0.304       0.068       0.046       0.687          0.0387       87.3746             0.000           100.000          0.09         0.33       0.049          0.283         0.00519023            0.23803709
        8640           96.000         89.60          860.86          2.23           0.304       0.068       0.046       0.687          0.0387       87.3743             0.000           100.000          0.09         0.34       0.048          0.283         0.00547008            0.98266590
        9720          108.000         89.59          856.03          2.22           0.303       0.068       0.046       0.687          0.0386       87.3734             0.000           100.000          0.09         0.33       0.048          0.283         0.00533890            0.00610352
       10800          120.000         89.58          850.22          2.21           0.303       0.068       0.046       0.688          0.0386       87.3723             0.000           100.000          0.08         0.32       0.049          0.283         0.00502652           -0.25024414
       11880          132.000         89.57          847.23          2.20           0.303       0.068       0.046       0.690          0.0386       87.3716             0.000           100.000          0.08         0.30       0.049          0.283         0.00469799            0.23803709
       12960          144.000         89.57          844.11          2.20           0.302       0.068       0.046       0.690          0.0385       87.3711             0.000           100.000          0.08         0.29       0.050          0.283         0.00440178            0.50659174
       14040          156.000         89.55          834.14          2.18           0.301       0.068       0.046       0.690          0.0384       87.3688             0.000           100.000          0.08         0.28       0.050          0.283         0.00421609           -1.87377918
       15120          168.000         89.52          822.22          2.16           0.300       0.068       0.046       0.693          0.0383       87.3655             0.000           100.000          0.08         0.27       0.051          0.283         0.00405922           -0.06713866
       16200          180.000         89.49          805.53          2.13           0.298       0.069       0.046       0.695          0.0381       87.3606             0.000           100.000          0.08         0.28       0.050          0.283         0.00430249           -2.15454102
       17280          192.000         89.46          786.81          2.10           0.297       0.069       0.046       0.699          0.0379       87.3520             0.000           100.000          0.08         0.30       0.049          0.283         0.00468375           -0.72021478
       18360          204.000         89.48          803.80          2.12           0.300       0.069       0.046       0.706          0.0383       87.3575             0.000           100.000          0.09         0.33       0.049          0.283         0.00519262            2.64282227
       19440          216.000         89.53          832.11          2.17           0.302       0.069       0.046       0.701          0.0386       87.3667             0.000           100.000          0.09         0.36       0.048          0.283         0.00577696            1.45874012
       20520          228.000         89.58          851.19          2.20           0.304       0.069       0.046       0.694          0.0387       87.3719             0.000           100.000          0.09         0.37       0.048          0.283         0.00617344            1.46484363
       21600          240.000         89.61          866.67          2.23           0.305       0.068       0.046       0.690          0.0388       87.3749             0.000           100.000          0.09         0.39       0.048          0.283         0.00648172            0.71411127
       22680          252.000         89.60          862.86          2.23           0.304       0.068       0.046       0.686          0.0387       87.3748             0.000           100.000          0.09         0.37       0.048          0.283         0.00613782            0.00000000
       23760          264.000         89.59          853.03          2.21           0.303       0.068       0.046       0.687          0.0386       87.3729             0.000           100.000          0.09         0.34       0.048          0.283         0.00551738            0.01220703
       24840          276.000         89.56          837.78          2.19           0.301       0.068       0.046       0.689          0.0384       87.3700             0.000           100.000          0.08         0.31       0.049          0.283         0.00484867           -1.35498035
       25920          288.000         89.53          821.94          2.16           0.300       0.068       0.046       0.692          0.0383       87.3655             0.000           100.000          0.08         0.28       0.050          0.283         0.00425426           -0.79956049
       27000          300.000         89.50          808.58          2.14           0.299       0.069       0.046       0.696          0.0381       87.3613             0.000           100.000          0.08         0.25       0.051          0.283         0.00381969            0.01831055
       28080          312.000         89.47          794.86          2.11           0.298       0.069       0.046       0.699          0.0380       87.3554             0.000           100.000          0.08         0.23       0.052          0.283         0.00345069           -0.97656244
       29160          324.000         89.45          788.28          2.10           0.297       0.069       0.046       0.702          0.0380       87.3517             0.000           100.000          0.08         0.24       0.053          0.283         0.00352086           -0.46386716
       30240          336.000         89.45          783.48          2.10           0.297       0.069       0.046       0.703          0.0380       87.3496             0.000           100.000          0.08         0.25       0.052          0.283         0.00376055           -0.22583006
       31320          348.000         89.43          772.16          2.08           0.295       0.069       0.046       0.703          0.0379       87.3446             0.000           100.000          0.08         0.27       0.051          0.283         0.00403815           -0.96435541
       32400          360.000         89.40          758.88          2.06           0.294       0.069       0.046       0.706          0.0377       87.3383             0.000           100.000          0.08         0.28       0.050          0.283         0.00431206           -1.20849609
       33480          372.000         89.38          752.06          2.05           0.294       0.069       0.046       0.709          0.0377       87.3347             0.000           100.000          0.08         0.28       0.050          0.283         0.00422783           -0.24414061
       34560          384.000         89.37          747.78          2.04           0.293       0.069       0.046       0.710          0.0377       87.3326             0.000           100.000          0.08         0.27       0.051          0.283         0.00399507           -0.47607419
       35640          396.000         89.41          772.05          2.07           0.297       0.069       0.046       0.713          0.0381       87.3421             0.000           100.000          0.08         0.24       0.052          0.283         0.00361438            2.39868164
       36720          408.000         89.48          806.38          2.12           0.300       0.069       0.046       0.708          0.0383       87.3590             0.000           100.000          0.08         0.22       0.053          0.283         0.00314769            4.80346680
       37800          420.000         89.49          805.02          2.13           0.299       0.069       0.046       0.698          0.0381       87.3601             0.000           100.000          0.08         0.20       0.056          0.283         0.00291968            0.14038086
       38880          432.000         89.46          792.67          2.11           0.298       0.069       0.046       0.700          0.0380       87.3542             0.000           100.000          0.08         0.18       0.057          0.283         0.00262775           -0.96435541
       39960          444.000         89.43          773.33          2.08           0.295       0.069       0.046       0.701          0.0378       87.3457             0.000           100.000          0.07         0.17       0.059          0.283         0.00244751           -1.19628894
       41040          456.000         89.39          752.73          2.05           0.293       0.069       0.046       0.705          0.0376       87.3359             0.000           100.000          0.07         0.16       0.060          0.283         0.00228545           -1.42211914
       42120          468.000         89.40          760.66          2.06           0.295       0.069       0.046       0.712          0.0379       87.3377             0.000           100.000          0.07         0.17       0.059          0.283         0.00245461            2.38037086
       43200          480.000         89.43          778.28          2.08           0.297       0.069       0.046       0.709          0.0380       87.3458             0.000           100.000          0.08         0.19       0.055          0.283         0.00274688            0.21972656
       44280          492.000         89.43          774.34          2.08           0.296       0.069       0.046       0.704          0.0379       87.3454             0.000           100.000          0.08         0.21       0.053          0.283         0.00306479           -0.97045892
       45360          504.000         89.41          763.19          2.07           0.295       0.069       0.046       0.705          0.0378       87.3403             0.000           100.000          0.08         0.23       0.050          0.283         0.00325756            0.48828122
       46440          516.000         89.44          783.56          2.09           0.298       0.069       0.046       0.710          0.0381       87.3477             0.000           100.000          0.08         0.24       0.048          0.283         0.00349967            1.20849609
       47520          528.000         89.50          814.84          2.14           0.301       0.069       0.046       0.705          0.0384       87.3615             0.000           100.000          0.08         0.26       0.047          0.283         0.00372320            2.42919922
       48600          540.000         89.51          815.05          2.15           0.300       0.069       0.046       0.696          0.0382       87.3630             0.000           100.000          0.08         0.26       0.046          0.283         0.00368679           -1.92871082
       49680          552.000         89.49          805.81          2.13           0.299       0.069       0.046       0.697          0.0381       87.3604             0.000           100.000          0.08         0.25       0.046          0.283         0.00355794           -0.94604486
       50760          564.000         89.46          790.00          2.11           0.297       0.069       0.046       0.699          0.0380       87.3532             0.000           100.000          0.08         0.24       0.046          0.283         0.00340757            0.01831055
       51840          576.000         89.43          771.91          2.08           0.295       0.069       0.046       0.702          0.0378       87.3448             0.000           100.000          0.08         0.23       0.046          0.283         0.00325656           -0.95214838
       52920          588.000         89.41          766.11          2.07           0.295       0.069       0.046       0.706          0.0378       87.3413             0.000           100.000          0.08         0.23       0.046          0.283         0.00313385           -0.45776364
       54000          600.000         89.41          763.73          2.07           0.295       0.069       0.046       0.707          0.0378       87.3402             0.000           100.000          0.08         0.22       0.046          0.283         0.00303487           -0.47607419
       55080          612.000         89.44          783.05          2.09           0.298       0.069       0.046       0.710          0.0381       87.3476             0.000           100.000          0.08         0.22       0.047          0.283         0.00317734            0.95825189
       56160          624.000         89.49          808.94          2.13           0.300       0.069       0.046       0.705          0.0383       87.3600             0.000           100.000          0.08         0.22       0.046          0.283         0.00320905            0.24414061
