 Calculated Flow and Sedi at section of Ics=          27
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         80.13          801.02          1.75           0.559       0.156       0.032       1.536          0.0514       78.3724             0.000           100.000          0.26         0.54       0.098          0.217         0.00668254           -0.16174315
        1080           12.000         80.13          801.33          1.75           0.559       0.156       0.032       1.535          0.0514       78.3725             0.000           100.000          0.26         0.54       0.098          0.217         0.00668303           -0.30517575
        2160           24.000         80.14          810.64          1.77           0.561       0.156       0.032       1.539          0.0516       78.3737             0.000           100.000          0.26         0.54       0.099          0.217         0.00662794            0.94299310
        3240           36.000         80.16          825.38          1.79           0.564       0.156       0.032       1.538          0.0519       78.3760             0.000           100.000          0.26         0.52       0.102          0.217         0.00651121            1.40991199
        4320           48.000         80.19          844.53          1.81           0.568       0.156       0.032       1.538          0.0522       78.3790             0.000           100.000          0.26         0.50       0.105          0.217         0.00641457            1.07727051
        5400           60.000         80.22          866.62          1.79           0.572       0.158       0.032       1.534          0.0519       78.4347             0.000           100.000          0.26         0.50       0.104          0.217         0.00637117            0.64392084
        6480           72.000         80.24          872.80          1.80           0.572       0.157       0.032       1.529          0.0519       78.4394             0.000           100.000          0.27         0.51       0.101          0.217         0.00635811            1.46179187
        7560           84.000         80.23          868.89          1.79           0.571       0.157       0.032       1.527          0.0518       78.4374             0.000           100.000          0.27         0.52       0.098          0.217         0.00637944           -0.16174315
        8640           96.000         80.23          864.67          1.79           0.570       0.157       0.032       1.527          0.0518       78.4350             0.000           100.000          0.27         0.54       0.096          0.217         0.00642400            0.97351068
        9720          108.000         80.22          862.27          1.79           0.570       0.157       0.032       1.528          0.0517       78.4334             0.000           100.000          0.28         0.55       0.094          0.217         0.00646032            0.16479491
       10800          120.000         80.22          858.64          1.79           0.569       0.157       0.032       1.527          0.0517       78.4299             0.000           100.000          0.28         0.55       0.093          0.217         0.00647816           -0.63781738
       11880          132.000         80.21          853.30          1.83           0.568       0.155       0.032       1.528          0.0523       78.3805             0.000           100.000          0.27         0.55       0.094          0.217         0.00642632            0.15258788
       12960          144.000         80.20          849.11          1.82           0.567       0.155       0.032       1.528          0.0522       78.3800             0.000           100.000          0.27         0.54       0.096          0.217         0.00643051            0.30822751
       14040          156.000         80.20          846.17          1.82           0.567       0.155       0.032       1.530          0.0522       78.3793             0.000           100.000          0.27         0.53       0.098          0.217         0.00642822            0.00915527
       15120          168.000         80.18          836.86          1.81           0.565       0.155       0.032       1.528          0.0520       78.3783             0.000           100.000          0.26         0.52       0.100          0.217         0.00645683           -0.00610352
       16200          180.000         80.17          825.11          1.79           0.563       0.156       0.032       1.529          0.0518       78.3763             0.000           100.000          0.26         0.52       0.101          0.217         0.00649348           -0.31127930
       17280          192.000         80.14          810.27          1.77           0.560       0.156       0.032       1.529          0.0515       78.3741             0.000           100.000          0.26         0.52       0.101          0.217         0.00656386           -0.62561029
       18360          204.000         80.12          791.75          1.75           0.555       0.156       0.032       1.534          0.0512       78.3716             0.000           100.000          0.26         0.53       0.099          0.217         0.00664835           -0.46997067
       19440          216.000         80.13          801.89          1.75           0.559       0.156       0.032       1.539          0.0514       78.3724             0.000           100.000          0.27         0.55       0.097          0.217         0.00668938           -0.31433102
       20520          228.000         80.16          824.44          1.78           0.564       0.156       0.032       1.542          0.0519       78.3756             0.000           100.000          0.27         0.56       0.094          0.217         0.00661762            0.15563965
