 Calculated Flow and Sedi at section of Ics=          20
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         83.81          801.17          1.28           0.780       0.298       0.027       3.105          0.0623       82.5309             0.000           100.000          0.56         0.44       0.086          0.238        -0.01856263           -0.46081540
        1080           12.000         83.81          803.45          1.28           0.780       0.298       0.027       3.107          0.0624       82.5327             0.000           100.000          0.55         0.44       0.086          0.238        -0.01855925            0.30517575
        2160           24.000         83.83          815.53          1.29           0.778       0.296       0.027       3.094          0.0625       82.5453             0.000           100.000          0.55         0.43       0.089          0.238        -0.01846461           -0.30822751
        3240           36.000         83.86          831.23          1.30           0.776       0.294       0.027       3.077          0.0626       82.5614             0.000           100.000          0.53         0.41       0.095          0.238        -0.01838106            0.31738281
        4320           48.000         83.90          852.48          1.32           0.772       0.291       0.027       3.051          0.0628       82.5807             0.000           100.000          0.52         0.40       0.096          0.238        -0.01795345            1.73034656
        5400           60.000         83.94          871.31          1.34           0.768       0.287       0.028       3.019          0.0630       82.5929             0.000           100.000          0.51         0.41       0.092          0.238        -0.01733156            1.61132801
        6480           72.000         83.94          872.30          1.35           0.767       0.286       0.028       3.010          0.0630       82.5941             0.000           100.000          0.52         0.42       0.088          0.238        -0.01713047            0.32348630
        7560           84.000         83.93          866.67          1.34           0.768       0.287       0.027       3.017          0.0629       82.5904             0.000           100.000          0.53         0.43       0.084          0.238        -0.01631414           -0.80566400
        8640           96.000         83.92          863.28          1.34           0.768       0.288       0.027       3.022          0.0629       82.5881             0.000           100.000          0.54         0.44       0.082          0.238        -0.01622488           -0.80261230
        9720          108.000         83.92          860.98          1.33           0.769       0.288       0.027       3.024          0.0628       82.5867             0.000           100.000          0.54         0.45       0.080          0.238        -0.01615477           -0.32348630
       10800          120.000         83.91          856.11          1.33           0.769       0.289       0.027       3.028          0.0628       82.5834             0.000           100.000          0.55         0.45       0.080          0.238        -0.01630033            1.11694336
