 Calculated Flow and Sedi at section of Ics=          23
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         82.73          801.19          1.83           0.680       0.171       0.038       2.949          0.0725       80.8988             0.000           100.000          0.36         0.45       0.087          0.230         0.00066583           -0.11901855
        1080           12.000         82.73          802.58          1.83           0.680       0.172       0.038       2.951          0.0726       80.8988             0.000           100.000          0.36         0.45       0.087          0.230         0.00066105            0.24108885
        2160           24.000         82.74          814.14          1.84           0.685       0.172       0.038       2.962          0.0729       80.9022             0.000           100.000          0.36         0.44       0.089          0.230         0.00066920            0.49133295
        3240           36.000         82.76          829.38          1.86           0.690       0.173       0.038       2.970          0.0734       80.9057             0.000           100.000          0.36         0.42       0.094          0.230         0.00064130            0.49133295
        4320           48.000         82.79          850.17          1.88           0.697       0.173       0.038       2.981          0.0739       80.9104             0.000           100.000          0.36         0.41       0.096          0.230         0.00045597            0.62255859
        5400           60.000         82.81          870.44          1.89           0.704       0.174       0.037       2.991          0.0742       80.9285             0.000           100.000          0.37         0.42       0.094          0.230         0.00023499           -0.05798339
        6480           72.000         82.82          872.52          1.89           0.704       0.174       0.037       2.983          0.0741       80.9327             0.000           100.000          0.37         0.43       0.090          0.230         0.00023622            0.66833496
        7560           84.000         82.81          867.11          1.89           0.702       0.174       0.037       2.979          0.0741       80.9267             0.000           100.000          0.37         0.44       0.086          0.230         0.00030978            0.81176752
        8640           96.000         82.81          863.52          1.89           0.701       0.173       0.038       2.977          0.0742       80.9139             0.000           100.000          0.38         0.45       0.084          0.230         0.00044161            0.99487299
        9720          108.000         82.81          861.53          1.89           0.700       0.173       0.038       2.976          0.0741       80.9134             0.000           100.000          0.38         0.46       0.082          0.230         0.00050317           -0.24719237
       10800          120.000         82.80          856.84          1.89           0.698       0.173       0.038       2.971          0.0740       80.9125             0.000           100.000          0.38         0.46       0.082          0.230         0.00054358           -0.86975092
       11880          132.000         82.79          851.70          1.88           0.696       0.173       0.038       2.969          0.0739       80.9113             0.000           100.000          0.37         0.46       0.083          0.230         0.00055150           -0.36621091
       12960          144.000         82.79          848.19          1.88           0.695       0.173       0.038       2.969          0.0738       80.9104             0.000           100.000          0.37         0.45       0.086          0.230         0.00056449           -0.36621091
