 Calculated Flow and Sedi at section of Ics=          45
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         73.45          800.94          3.48           0.972       0.191       0.021       0.813          0.0520       69.9619             0.000           100.000          0.56         0.62       0.098          0.181        -0.00012924            0.06713866
        1080           12.000         73.45          801.19          3.48           0.972       0.191       0.021       0.813          0.0520       69.9631             0.000           100.000          0.56         0.62       0.098          0.181        -0.00013055            0.23803709
        2160           24.000         73.45          802.94          3.48           0.973       0.191       0.021       0.814          0.0520       69.9648             0.000           100.000          0.56         0.62       0.098          0.181        -0.00014794            0.01525879
        3240           36.000         73.47          814.41          3.40           0.982       0.196       0.021       0.825          0.0518       70.0634             0.000           100.000          0.58         0.62       0.098          0.181        -0.00042848            0.46386716
        4320           48.000         73.49          830.05          3.39           0.994       0.198       0.020       0.838          0.0521       70.0972             0.000           100.000          0.59         0.61       0.100          0.181        -0.00061367            0.04730225
        5400           60.000         73.52          850.05          3.35           1.009       0.203       0.020       0.853          0.0523       70.1678             0.000           100.000          0.60         0.61       0.102          0.181        -0.00101188            0.63934320
        6480           72.000         73.55          868.27          3.33           1.022       0.206       0.020       0.867          0.0525       70.2183             0.000           100.000          0.63         0.62       0.102          0.181        -0.00151843            0.47760007
        7560           84.000         73.55          871.90          3.28           1.024       0.209       0.020       0.870          0.0522       70.2788             0.000           100.000          0.64         0.63       0.100          0.181        -0.00180277            0.37536618
        8640           96.000         73.55          868.60          3.27           1.021       0.208       0.020       0.867          0.0521       70.2776             0.000           100.000          0.65         0.64       0.098          0.181        -0.00170404            0.36468503
        9720          108.000         73.55          864.87          3.33           1.019       0.206       0.020       0.864          0.0525       70.2119             0.000           100.000          0.64         0.65       0.097          0.181        -0.00150128            0.11138915
       10800          120.000         73.54          862.38          3.34           1.017       0.205       0.020       0.862          0.0524       70.2037             0.000           100.000          0.64         0.65       0.096          0.181        -0.00154466            0.39825436
       11880          132.000         73.54          858.16          3.35           1.014       0.204       0.020       0.858          0.0525       70.1821             0.000           100.000          0.64         0.65       0.095          0.181        -0.00145094           -0.14343262
       12960          144.000         73.53          853.22          3.35           1.010       0.203       0.020       0.854          0.0523       70.1754             0.000           100.000          0.64         0.65       0.096          0.181        -0.00138577            0.16784666
       14040          156.000         73.52          849.50          3.35           1.007       0.203       0.020       0.852          0.0522       70.1697             0.000           100.000          0.63         0.64       0.097          0.181        -0.00133960            0.08850097
       15120          168.000         73.52          844.62          3.37           1.004       0.201       0.020       0.847          0.0522       70.1508             0.000           100.000          0.62         0.63       0.098          0.181        -0.00124191            0.04730225
