 Calculated Flow and Sedi at section of Ics=          11
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         87.04          801.05          2.87           0.717       0.161       0.041       2.132          0.0773       84.1696             0.000           100.000          0.28         0.34       0.063          0.266        -0.00191837            0.07324218
        1080           12.000         87.05          808.66          2.88           0.721       0.161       0.041       2.147          0.0777       84.1698             0.000           100.000          0.29         0.33       0.064          0.266        -0.00201722            0.35400388
        2160           24.000         87.08          823.89          2.91           0.727       0.161       0.041       2.167          0.0784       84.1702             0.000           100.000          0.28         0.31       0.070          0.266        -0.00221649            0.52185053
        3240           36.000         87.12          842.36          2.95           0.735       0.162       0.041       2.191          0.0793       84.1709             0.000           100.000          0.28         0.29       0.075          0.266        -0.00253676            0.00305176
        4320           48.000         87.16          865.59          2.99           0.744       0.162       0.041       2.218          0.0803       84.1717             0.000           100.000          0.28         0.30       0.072          0.266        -0.00250858            0.51574707
        5400           60.000         87.18          875.06          3.01           0.747       0.162       0.041       2.219          0.0807       84.1721             0.000           100.000          0.29         0.32       0.068          0.266        -0.00239118            0.14953612
        6480           72.000         87.17          868.77          3.00           0.744       0.162       0.041       2.207          0.0803       84.1719             0.000           100.000          0.29         0.34       0.064          0.266        -0.00228799            0.29602051
        7560           84.000         87.16          863.80          2.99           0.742       0.162       0.041       2.202          0.0801       84.1717             0.000           100.000          0.29         0.36       0.061          0.266        -0.00216368            0.22583006
        8640           96.000         87.16          861.58          2.99           0.741       0.162       0.041       2.200          0.0800       84.1716             0.000           100.000          0.29         0.37       0.060          0.266        -0.00205733           -0.07324218
        9720          108.000         87.15          858.34          2.98           0.740       0.161       0.041       2.195          0.0798       84.1715             0.000           100.000          0.29         0.37       0.059          0.266        -0.00203488           -1.11999500
       10800          120.000         87.14          852.67          2.97           0.737       0.161       0.041       2.188          0.0796       84.1714             0.000           100.000          0.29         0.36       0.060          0.266        -0.00207258           -0.44555661
       11880          132.000         87.13          848.38          2.96           0.736       0.161       0.041       2.184          0.0794       84.1712             0.000           100.000          0.29         0.35       0.062          0.266        -0.00212105            0.00000000
       12960          144.000         87.13          845.47          2.96           0.735       0.161       0.041       2.181          0.0793       84.1711             0.000           100.000          0.28         0.33       0.064          0.266        -0.00217132           -0.44250485
       14040          156.000         87.12          838.03          2.95           0.731       0.161       0.041       2.170          0.0789       84.1709             0.000           100.000          0.28         0.32       0.066          0.266        -0.00220984           -0.44555661
       15120          168.000         87.09          826.17          2.92           0.726       0.161       0.041       2.156          0.0784       84.1705             0.000           100.000          0.28         0.31       0.068          0.266        -0.00214838           -0.29602051
       16200          180.000         87.07          811.61          2.90           0.720       0.160       0.041       2.136          0.0777       84.1699             0.000           100.000          0.27         0.31       0.068          0.266        -0.00203126           -0.36926267
       17280          192.000         87.03          793.27          2.86           0.712       0.160       0.041       2.115          0.0768       84.1695             0.000           100.000          0.27         0.33       0.065          0.266        -0.00182587           -0.59204102
       18360          204.000         87.03          796.41          2.86           0.715       0.161       0.041       2.133          0.0771       84.1695             0.000           100.000          0.28         0.35       0.062          0.266        -0.00175691            0.51879877
       19440          216.000         87.08          822.14          2.91           0.727       0.162       0.041       2.171          0.0784       84.1701             0.000           100.000          0.29         0.37       0.059          0.266        -0.00178315            0.51879877
       20520          228.000         87.12          845.08          2.95           0.736       0.162       0.041       2.194          0.0794       84.1710             0.000           100.000          0.29         0.39       0.057          0.266        -0.00190417            0.52185053
       21600          240.000         87.15          861.34          2.98           0.742       0.162       0.041       2.209          0.0801       84.1716             0.000           100.000          0.29         0.41       0.056          0.266        -0.00193707            0.22277831
       22680          252.000         87.16          865.22          2.99           0.743       0.162       0.041       2.206          0.0802       84.1718             0.000           100.000          0.29         0.41       0.055          0.266        -0.00190802           -0.44860837
       23760          264.000         87.15          856.48          2.98           0.739       0.161       0.041       2.192          0.0797       84.1715             0.000           100.000          0.29         0.39       0.057          0.266        -0.00202500           -0.37536618
       24840          276.000         87.13          843.03          2.96           0.733       0.161       0.041       2.173          0.0791       84.1711             0.000           100.000          0.28         0.36       0.060          0.266        -0.00207936           -0.37536618
       25920          288.000         87.10          827.38          2.93           0.727       0.161       0.041       2.155          0.0784       84.1705             0.000           100.000          0.28         0.33       0.064          0.266        -0.00203473           -0.44555661
       27000          300.000         87.07          812.95          2.90           0.721       0.160       0.041       2.139          0.0777       84.1699             0.000           100.000          0.27         0.31       0.069          0.266        -0.00208474           -0.51574707
       28080          312.000         87.04          799.56          2.87           0.715       0.160       0.041       2.124          0.0771       84.1696             0.000           100.000          0.27         0.29       0.074          0.266        -0.00210011           -0.07934570
       29160          324.000         87.02          790.08          2.86           0.711       0.160       0.041       2.117          0.0768       84.1694             0.000           100.000          0.27         0.28       0.077          0.266        -0.00214651            0.29907224
       30240          336.000         87.02          785.39          2.85           0.709       0.160       0.041       2.113          0.0766       84.1694             0.000           100.000          0.27         0.29       0.074          0.266        -0.00196533            0.29602051
       31320          348.000         87.00          776.08          2.83           0.704       0.159       0.041       2.100          0.0761       84.1691             0.000           100.000          0.27         0.30       0.071          0.266        -0.00180640            1.13220215
       32400          360.000         86.98          763.00          2.81           0.698       0.159       0.041       2.084          0.0756       84.1680             0.000           100.000          0.27         0.32       0.068          0.266        -0.00163220           -0.07324218
       33480          372.000         86.96          754.30          2.80           0.694       0.158       0.041       2.076          0.0752       84.1673             0.000           100.000          0.27         0.32       0.066          0.266        -0.00152676           -0.14648436
       34560          384.000         86.95          749.52          2.79           0.692       0.158       0.041       2.071          0.0750       84.1669             0.000           100.000          0.26         0.31       0.068          0.266        -0.00153276            0.36621091
