 Calculated Flow and Sedi at section of Ics=          46
         K              Time(h)         ZW             QD             Hav            Uav         FR          Rn         SP(%%)          Ust         ZBav(f)              DZmc            Qm/QD(%)          S*          S        SD50(mm)        BD50(mm)      dA0/dt(10^-3)         dAf/dt(10^-3)
           0            0.000         73.25          800.77          2.70           0.732       0.151       0.027       1.042          0.0524       70.5499             0.000           100.000          0.38         0.61       0.097          0.179         0.00268314            0.15563965
        1080           12.000         73.25          801.16          2.70           0.732       0.151       0.027       1.041          0.0524       70.5516             0.000           100.000          0.38         0.61       0.097          0.179         0.00268469            0.23498534
        2160           24.000         73.25          802.92          2.70           0.733       0.151       0.027       1.043          0.0525       70.5535             0.000           100.000          0.38         0.61       0.097          0.179         0.00267890           -0.00610352
        3240           36.000         73.27          814.11          2.70           0.739       0.153       0.027       1.048          0.0526       70.5701             0.000           100.000          0.38         0.61       0.097          0.179         0.00266286            0.24719237
        4320           48.000         73.29          829.63          2.72           0.746       0.154       0.027       1.052          0.0529       70.5721             0.000           100.000          0.39         0.61       0.099          0.179         0.00263498            0.15563965
        5400           60.000         73.32          849.47          2.75           0.756       0.155       0.027       1.058          0.0533       70.5746             0.000           100.000          0.39         0.60       0.101          0.179         0.00261295            0.38757321
        6480           72.000         73.35          868.22          2.77           0.765       0.156       0.027       1.063          0.0537       70.5769             0.000           100.000          0.39         0.61       0.101          0.179         0.00264248           -0.38452145
        7560           84.000         73.36          871.95          2.78           0.767       0.156       0.026       1.063          0.0537       70.5774             0.000           100.000          0.40         0.62       0.100          0.179         0.00266428           -0.22583006
        8640           96.000         73.35          868.70          2.78           0.765       0.156       0.027       1.061          0.0536       70.5771             0.000           100.000          0.40         0.63       0.098          0.179         0.00266339            0.47302243
        9720          108.000         73.35          865.02          2.77           0.763       0.156       0.027       1.060          0.0536       70.5767             0.000           100.000          0.40         0.64       0.096          0.179         0.00266057           -0.14953612
       10800          120.000         73.34          862.36          2.77           0.762       0.155       0.027       1.059          0.0535       70.5763             0.000           100.000          0.41         0.64       0.095          0.179         0.00262323           -0.16174315
       11880          132.000         73.34          858.25          2.76           0.760       0.155       0.027       1.057          0.0534       70.5759             0.000           100.000          0.41         0.64       0.094          0.179         0.00262892            0.16479491
       12960          144.000         73.33          853.54          2.76           0.757       0.155       0.027       1.056          0.0533       70.5753             0.000           100.000          0.40         0.64       0.095          0.179         0.00263499           -0.15258788
       14040          156.000         73.33          849.60          2.75           0.755       0.155       0.027       1.055          0.0532       70.5748             0.000           100.000          0.40         0.63       0.096          0.179         0.00263261            0.31127930
       15120          168.000         73.32          844.85          2.74           0.753       0.154       0.027       1.053          0.0531       70.5742             0.000           100.000          0.40         0.62       0.097          0.179         0.00263411           -0.31127930
       16200          180.000         73.30          834.66          2.73           0.748       0.154       0.027       1.049          0.0529       70.5730             0.000           100.000          0.39         0.61       0.098          0.179         0.00263714           -0.61645502
       17280          192.000         73.28          821.95          2.71           0.742       0.153       0.027       1.047          0.0527       70.5713             0.000           100.000          0.38         0.61       0.099          0.179         0.00264897           -0.15563965
       18360          204.000         73.26          806.12          2.69           0.734       0.152       0.027       1.042          0.0523       70.5691             0.000           100.000          0.38         0.60       0.099          0.179         0.00266186            1.68457019
       19440          216.000         73.25          799.95          2.70           0.731       0.151       0.027       1.040          0.0524       70.5502             0.000           100.000          0.37         0.60       0.098          0.179         0.00260704           -0.30822751
       20520          228.000         73.26          807.34          2.70           0.736       0.152       0.027       1.049          0.0526       70.5556             0.000           100.000          0.38         0.62       0.096          0.179         0.00266166            0.08544921
       21600          240.000         73.29          828.88          2.72           0.747       0.154       0.027       1.057          0.0530       70.5716             0.000           100.000          0.40         0.63       0.095          0.179         0.00265750            0.54016107
       22680          252.000         73.32          849.36          2.75           0.756       0.155       0.027       1.060          0.0533       70.5744             0.000           100.000          0.41         0.65       0.093          0.179         0.00264912            0.54016107
       23760          264.000         73.34          861.22          2.76           0.762       0.156       0.027       1.063          0.0535       70.5759             0.000           100.000          0.41         0.66       0.092          0.179         0.00263523            0.30822751
       24840          276.000         73.34          862.14          2.76           0.762       0.156       0.027       1.061          0.0535       70.5761             0.000           100.000          0.42         0.66       0.092          0.179         0.00263580           -0.31127930
       25920          288.000         73.33          852.05          2.75           0.757       0.155       0.027       1.056          0.0533       70.5751             0.000           100.000          0.41         0.65       0.093          0.179         0.00264574            0.14953612
       27000          300.000         73.31          838.38          2.74           0.750       0.154       0.027       1.052          0.0530       70.5734             0.000           100.000          0.40         0.64       0.094          0.179         0.00264932           -0.31127930
       28080          312.000         73.29          823.55          2.71           0.743       0.153       0.027       1.049          0.0527       70.5714             0.000           100.000          0.39         0.62       0.096          0.179         0.00265236           -0.31127930
       29160          324.000         73.26          809.43          2.69           0.736       0.152       0.027       1.045          0.0525       70.5694             0.000           100.000          0.38         0.60       0.098          0.179         0.00265851            2.15454102
       30240          336.000         73.25          784.72          2.70           0.716       0.148       0.028       1.042          0.0524       70.5530             0.000           100.000          0.36         0.58       0.100          0.179         0.00274070            2.55432129
       31320          348.000         73.26          789.19          2.70           0.720       0.149       0.027       1.038          0.0523       70.5558             0.000           100.000          0.36         0.57       0.101          0.179         0.00261818            0.15869141
       32400          360.000         73.25          775.25          2.70           0.709       0.147       0.028       1.052          0.0527       70.5455             0.000           100.000          0.35         0.56       0.101          0.179         0.00259914            0.54321289
       33480          372.000         73.26          769.56          2.70           0.701       0.145       0.028       1.040          0.0524       70.5577             0.000           100.000          0.34         0.55       0.099          0.179         0.00251659           -1.08337390
       34560          384.000         73.26          744.55          2.69           0.678       0.140       0.029       1.039          0.0523       70.5691             0.000           100.000          0.33         0.55       0.097          0.179         0.00266697            3.04870582
       35640          396.000         73.24          754.82          2.70           0.692       0.143       0.029       1.058          0.0528       70.5423             0.000           100.000          0.34         0.55       0.096          0.179         0.00242540            0.54016107
       36720          408.000         73.26          770.98          2.70           0.702       0.145       0.028       1.040          0.0524       70.5582             0.000           100.000          0.35         0.56       0.097          0.179         0.00238953           -1.00707996
       37800          420.000         73.25          798.13          2.70           0.730       0.151       0.027       1.046          0.0525       70.5458             0.000           100.000          0.37         0.58       0.099          0.179         0.00251777            0.07324218
       38880          432.000         73.25          802.51          2.70           0.734       0.152       0.027       1.048          0.0526       70.5474             0.000           100.000          0.37         0.58       0.101          0.179         0.00265577           -0.00610352
       39960          444.000         73.25          802.48          2.70           0.733       0.152       0.027       1.046          0.0525       70.5498             0.000           100.000          0.36         0.57       0.103          0.179         0.00265927           -0.07324218
       41040          456.000         73.25          782.12          2.70           0.716       0.148       0.028       1.051          0.0527       70.5453             0.000           100.000          0.34         0.54       0.104          0.179         0.00259637           -0.46081540
       42120          468.000         73.26          760.38          2.69           0.692       0.143       0.028       1.038          0.0523       70.5692             0.000           100.000          0.32         0.52       0.105          0.179         0.00260497            2.01721191
       43200          480.000         73.25          749.41          2.70           0.685       0.142       0.029       1.052          0.0527       70.5482             0.000           100.000          0.31         0.51       0.105          0.179         0.00254989            1.31225574
       44280          492.000         73.25          783.94          2.70           0.717       0.148       0.028       1.050          0.0526       70.5464             0.000           100.000          0.34         0.51       0.106          0.179         0.00234200           -1.00097656
       45360          504.000         73.26          764.64          2.69           0.696       0.144       0.028       1.039          0.0523       70.5691             0.000           100.000          0.32         0.53       0.105          0.179         0.00271772            4.23278809
       46440          516.000         73.24          768.28          2.70           0.704       0.145       0.028       1.056          0.0528       70.5430             0.000           100.000          0.33         0.53       0.104          0.179         0.00252588            0.07629394
       47520          528.000         73.26          784.51          2.70           0.715       0.148       0.028       1.038          0.0523       70.5575             0.000           100.000          0.34         0.54       0.102          0.179         0.00243897           -0.77209473
       48600          540.000         73.25          800.26          2.70           0.733       0.151       0.027       1.047          0.0526       70.5443             0.000           100.000          0.36         0.57       0.101          0.179         0.00261641           -0.15563965
       49680          552.000         73.26          809.98          2.70           0.738       0.153       0.027       1.053          0.0527       70.5574             0.000           100.000          0.37         0.59       0.100          0.179         0.00264174            0.07629394
       50760          564.000         73.26          813.64          2.69           0.740       0.153       0.027       1.053          0.0526       70.5695             0.000           100.000          0.38         0.59       0.099          0.179         0.00264727            1.51672351
       51840          576.000         73.25          804.74          2.70           0.734       0.152       0.027       1.047          0.0526       70.5532             0.000           100.000          0.37         0.59       0.099          0.179         0.00265671           -0.15258788
       52920          588.000         73.25          785.45          2.70           0.717       0.148       0.028       1.044          0.0525       70.5509             0.000           100.000          0.35         0.57       0.098          0.179         0.00256453           -3.09448218
       54000          600.000         73.26          759.61          2.70           0.693       0.143       0.029       1.045          0.0525       70.5546             0.000           100.000          0.33         0.55       0.098          0.179         0.00268071            2.56042457
       55080          612.000         73.24          770.01          2.70           0.705       0.146       0.028       1.056          0.0528       70.5428             0.000           100.000          0.34         0.54       0.099          0.179         0.00245611           -0.22888182
       56160          624.000         73.26          781.82          2.70           0.712       0.147       0.028       1.038          0.0523       70.5579             0.000           100.000          0.35         0.55       0.099          0.179         0.00247650           -1.08947742
       57240          636.000         73.24          800.20          2.70           0.733       0.151       0.027       1.048          0.0526       70.5436             0.000           100.000          0.36         0.57       0.101          0.179         0.00258972           -0.08239745
       58320          648.000         73.25          804.40          2.70           0.735       0.152       0.027       1.051          0.0527       70.5488             0.000           100.000          0.36         0.58       0.101          0.179         0.00265574            0.14953612
       59400          660.000         73.25          805.70          2.70           0.735       0.152       0.027       1.049          0.0526       70.5528             0.000           100.000          0.36         0.58       0.101          0.179         0.00265322           -0.07629394
       60480          672.000         73.24          779.42          2.70           0.714       0.147       0.028       1.053          0.0527       70.5441             0.000           100.000          0.35         0.56       0.099          0.179         0.00266427            0.77209473
       61560          684.000         73.26          764.45          2.70           0.697       0.144       0.028       1.042          0.0524       70.5567             0.000           100.000          0.33         0.54       0.098          0.179         0.00255211           -1.78527820
       62640          696.000         73.26          737.00          2.70           0.672       0.139       0.029       1.043          0.0524       70.5563             0.000           100.000          0.31         0.53       0.097          0.179         0.00263067            0.62866205
       63720          708.000         73.25          751.73          2.70           0.688       0.142       0.029       1.056          0.0528       70.5443             0.000           100.000          0.33         0.53       0.096          0.179         0.00236890           -0.85144037
       64800          720.000         73.26          751.09          2.70           0.684       0.141       0.029       1.041          0.0524       70.5583             0.000           100.000          0.33         0.54       0.095          0.179         0.00244442            0.15258788
       65880          732.000         73.25          756.23          2.70           0.691       0.143       0.029       1.049          0.0526       70.5508             0.000           100.000          0.33         0.56       0.095          0.179         0.00256505            2.47802734
       66960          744.000         73.24          772.77          2.70           0.708       0.146       0.028       1.055          0.0528       70.5431             0.000           100.000          0.35         0.57       0.094          0.179         0.00241614           -0.53710932
       68040          756.000         73.26          743.55          2.70           0.677       0.140       0.029       1.040          0.0524       70.5590             0.000           100.000          0.33         0.56       0.092          0.179         0.00256561           -0.15563965
